date,closed,report
7/13/2020,,"Louisiana Avenue NB & SB under the I-10 Overpass, Lafayette Parish, Alternating Lane Closures"
7/13/2020,,ST. TAMMANY PARISH - I-12: US 190 TO LA 59
7/13/2020,,"UPDATE - NOW OPEN: LA 3049 near Cash Point, Caddo Parish"
7/13/2020,,"REMINDER TO PUBLIC - LA 733 (East Broussard Road) & Kaliste Saloom Road, Lafayette Parish, Traffic Switch"
7/13/2020,,Canceled - US 90 Danziger Bridge
7/13/2020,,"LA 16, Livingston Parish, Road Closure, S.P. H.013230"
7/10/2020,,"NOW OPEN - LA 1252 at Bayou Vermilion Bridge, Lafayette Parish, Emergency Bridge Closure"
7/10/2020,,UPDATE: Reopend - Road closure on LA 397 – Calcasieu Parish
7/10/2020,,"I-10, Orleans Parish"
7/10/2020,,"REVISED: SHOULDER CLOSURE: US 61, from RR Overpass to LA 50, in Jefferson & St. Charles Parish, S.P. No H.000320"
7/10/2020,,I-10 WB (EAST BATON ROUGE PARISH) LANE CLOSURE
7/10/2020,,I-10 eastbound to I-210 eastbound ramp closure – Calcasieu Parish
7/10/2020,,"NOW OPEN - EMERGENCY ROAD CLOSURE - LA 343 (South Richfield Road) from LA 720 (West Congress Street) to US 90, Lafayette Parish, Road Closure"
7/10/2020,,"EXTENDED - US 167 (Johnston Street) Northbound & Southbound from Maurice to West & East Broussard Road, Vermilion/Lafayette Parish, Lane Closure"
7/10/2020,,"I-10, Jefferson and St. Charles Parish, S.P. No. H.013829"
7/10/2020,,Nighttime lane closure: I-10 WB between LA 108 and I-210 – Calcasieu Parish
7/10/2020,,"I-10, Orleans Parish, H.013587.6"
7/10/2020,,I-10 WB (EAST BATON ROUGE PARISH) LANE CLOSURE
7/10/2020,,I-10 WB (EAST BATON ROUGE PARISH) LANE CLOSURE
7/10/2020,,"EXTENDED  I-10 EB from MM 108 (Bayou Teche) to Exit 109 - LA 328 (Breaux Bridge), St. Martin Parish, Lane Closure"
7/10/2020,,"I-10 WB from MM 108 (Bayou Teche) to MM 107 (WB Weigh Station), St. Martin Parish, Lane Closure"
7/10/2020,,UPDATE: New time - Road closure on LA 109 – Calcasieu Parish
7/10/2020,,"I-12, Livingston Parish, Lane Closure, S.P. H.011278"
7/9/2020,,Emergency Road Closure; LA 468: 0.3 miles east of US 171 intersection; Vernon Parish
7/9/2020,,"I-10, St. Charles Parish, H.014301"
7/9/2020,,"REVISED:  I-310, St. Charles Parish, S.P. H.012617"
7/9/2020,,"EXTENDED - I-10 Eastbound between MM 114 & MM 117, St. Martin Parish, Alternating Lane Closures"
7/9/2020,,*** UPDATE*** DOTD announces upcoming US 190 lane closures in East Baton Rouge Parish
7/9/2020,,District 08 Various Routes; H.013604; State Hwy Sign Replacement Project
7/9/2020,,DOTD announces upcoming LA 67 (Plank Rd) Lane closures in East Baton Rouge Parish
7/9/2020,,"LA-427 (S. Acadian Thruway): I-10 - LA-73 (Government St.), East Baton Rouge Parish"
7/9/2020,,"LA 30 @ Lee Dr./ Brightside Ln, East Baton Rouge"
7/9/2020,,"REVISED: I-10 Exit Ramp to Tulane Avenue, Orleans Parish"
7/9/2020,,ST. TAMMANY PARISH – LA 40: TCHEFUNCTE RIVER BRIDGE
7/8/2020,,Nighttime lane closure: I-10 EB between LA 108 and I-210 – Calcasieu Parish
7/8/2020,,H.011295 -- LA 73: Government St. -- East Baton Rouge Parish
7/8/2020,,"US 90 (S. Clairborne Avenue), Orleans Parish"
7/8/2020,,TEST
7/8/2020,,"LA 541 (River Road), Jefferson Parish, H.012553.6"
7/8/2020,,SECOND DATE REVISION- ST. TAMMANY PARISH - I-12: US 190 TO LA 59
7/8/2020,,"ROAD CLOSURE: LA 835 in Morehouse Parish near Jones, LA"
7/7/2020,,"I-10, Orleans Parish, H.013587.6"
7/7/2020,,"CORRECTION - BRIDGE CLOSURE: LA 1 (Simmesport Bridge) over Atchafalaya River, Avoyelles Parish"
7/7/2020,,ST. TAMMANY PARISH - I-10: LANE CLOSURES (SLIDELL) S.P. H.011024
7/7/2020,,St. Tammany Parish - LA 41 (Dump Road - LA 435) - Lane Closures
7/7/2020,,"I-12, Livingston Parish, Lane Closure, S.P. H.011278"
7/6/2020,,LA 42 (EAST BATON ROUGE PARISH) ROAD CLOSURE
7/6/2020,,I-10  (EAST BATON ROUGE PARISH) LANE CLOSURE
7/6/2020,,***UPDATE*** Roadway Now CLEAR***Roadway Flooded**** I-110 @ Governor's Curve East Baton Rouge
7/6/2020,,*** UPDATE*** I 110 Road Closure BOTH Directions due to Flooding from Capitol Access Road to N. 22nd Street
7/6/2020,,ROAD CLOSURE I-10 WB off ramp to Port Allen Lane (LA 1 North) West Baton Rouge Parish
7/6/2020,,"LA 677 between West St. Peter Steet & West Main Street, Iberia Parish, Lane Closure"
7/6/2020,,"US 90 Danziger Bridge, Orleans Parish, SP# H.000303.6"
7/6/2020,,"LA 182 (North Main Street) near Littell Street, St. Landry Parish, Lane Closure"
7/6/2020,,"LA 47, Orleans & St. Bernard Parish, H.013560.6"
7/2/2020,,"LA 22 - Partial Lane Closure -  Project #: H.013113 - Livingston Parish, Tangipahoa Parish"
7/2/2020,,"LA 22 - Partial Lane Closure -  Project #: H.013113 - Livingston Parish, Tangipahoa Parish"
7/2/2020,,H.011295 -- LA 73: Government St. -- East Baton Rouge Parish
7/2/2020,,"I-10, Orleans Parish, H.013587.6"
7/2/2020,,"I-10, Jefferson and St. Charles Parish, S.P. No. H.013839"
7/2/2020,,"UPDATE:  I-10, Orleans Parish, SP# H.010018.6"
7/2/2020,,LA-77 Road Closure at Union Pacific Railroad Crossing (Milepost 43.955)
7/2/2020,,Intermittent Lane Closures on LA 14 NB – Calcasieu Parish
7/2/2020,,Nighttime lane closure: I-10 EB and WB between LA 108 and I-210 – Calcasieu Parish
7/2/2020,,ST. TAMMANY PARISH - I-12: US 190 TO LA 59
7/2/2020,,I-55 - Partial Lane Closure -  Project #: H.012874 - Tangipahoa Parish
7/2/2020,,I-55 - Partial Lane Closure -  Project #: H.012874 - Tangipahoa Parish
7/2/2020,,I-55 - Partial Lane Closure -  Project #: H.012874 - Tangipahoa Parish
7/2/2020,,I-55 - Partial Lane Closure -  Project #: H.012874 - Tangipahoa Parish
7/2/2020,,I-55 - Partial Lane Closure -  Project #: H.012874 - Tangipahoa Parish
7/2/2020,,I-55 - Partial Lane Closure -  Project #: H.012874 - Tangipahoa Parish
7/2/2020,,I-55 - Partial Lane Closure -  Project #: H.012874 - Tangipahoa Parish
7/2/2020,,I-55 - Partial Lane Closure -  Project #: H.012874 - Tangipahoa Parish
7/2/2020,,"LA 3125: Improvements at LA 642 Lane Closure, St. James Parish"
7/2/2020,,"I-10 Eastbound between MM 114 & MM 117, St. Martin Parish, Alternating Lane Closures"
7/2/2020,,US 165 in Ouachita Parish; Lane Closure; SP No. H.008221
7/2/2020,,"LA 16, Livingston Parish, Road Closure, S.P. H.013230"
7/2/2020,,DOTD announces upcoming US 190 road closures in East Baton Rouge Parish
7/2/2020,,"I-310, St. Charles Parish, S.P. H.012617"
7/2/2020,,"LANE CLOSURE: LA 3094 (Hearne Ave.) bridge over KCS RR, Caddo Parish"
7/2/2020,,UPDATED DATES: LA 14 (Gerstner Memorial Drive) Northbound lanes and center turn lane Intermittent Closures: MP 2 - Calcasieu Parish
7/1/2020,,LA 16 - Partial Lane Closure -  Project #: H.013230 - Livingston Parish
7/1/2020,,LA 16 - Partial Lane Closure -  Project #: H.013230 - Livingston Parish
7/1/2020,,LA 16 - Partial Lane Closure -  Project #: H.013230 - Livingston Parish
7/1/2020,,LA 16 - Partial Lane Closure -  Project #: H.013230 - Livingston Parish
7/1/2020,,LA 16 - Partial Lane Closure -  Project #: H.013230 - Livingston Parish
7/1/2020,,LA 16 - Partial Lane Closure -  Project #: H.013230 - Livingston Parish
7/1/2020,,LA 16 - Partial Lane Closure -  Project #: H.013230 - Livingston Parish
7/1/2020,,LA 16 - Partial Lane Closure -  Project #: H.013230 - Livingston Parish
7/1/2020,,LA 16 - Partial Lane Closure -  Project #: H.013230 - Livingston Parish
7/1/2020,,"LA-427 (S. Acadian Thruway): I-10 - LA-73 (Government St.), East Baton Rouge Parish"
7/1/2020,,"LA 30 @ Lee Dr./ Brightside Ln, East Baton Rouge"
7/1/2020,,"LA-42 (Burbank Dr): LA-30 - Gardere Lane, East Baton Rouge Parish"
7/1/2020,,ROAD CLOSURE: LA 146 / LINCOLN PARISH
7/1/2020,,UPDATE Traffic Shift 7/2/2020:  LA 616 (Arkansas Road)  & Good Hope Road - Ouachita Parish
7/1/2020,,"LANE CLOSURE: LA 511 (Jimmie Davis Hwy) Bridge over Red River, Bossier & Caddo Parishes"
7/1/2020,,"UPDATED: I-10, Orleans Parish, H.013587.6"
7/1/2020,,"LANE CLOSURE: I-20 westbound bridge over UPRR tracks, Caddo Parish"
7/1/2020,,"LANE CLOSURE: I-20 eastbound bridge over UPRR tracks, Caddo Parish"
7/1/2020,,"LANE CLOSURE: LA 2 (Miller’s Bluff) bridge over Red River, Bossier Parish"
7/1/2020,,UPDATE: US 171 (RAGLEY) SOUTHBOUND LEFT LANE CLOSURE - BEAUREGARD PARISH
7/1/2020,,Alternating Lane Closures on LA 14 SB – Calcasieu Parish
