date,report
10/4/2016,"LA 23, Judge Perez Bridge, Plaquemines Parish"
10/4/2016,LA 585 in West Carroll Parish Road Closure
10/3/2016,LA 73 (Jefferson Hwy) East Baton Rouge Parish
10/3/2016,LA 67 (N. 22nd St.) East Baton Rouge Parish
10/3/2016,"REVISED: US 90B non-HOV CCC, Orleans Parish, SP H.010636"
10/3/2016,Lafayette Parish - LA 3073 (Ambassador Caffery) between La Neuville Road & Chemin Metairie Road - Lane Closure
10/3/2016,"US90 B, Harvey Tunnel, Jefferson Parish"
10/3/2016,St. Martin & Iberville Parish - I-10 Atchafalaya Basin Bridge (Eastbound & Westbound) - Alternating Lane Closures
10/3/2016,"REVISED: US 90B HOV Crescent City Connection, Orleans Parish, SP H.010636"
10/3/2016,"US90B, Jefferson Parish, H.009933"
10/3/2016,"I-12, Livingston Parish, Lane Closure, S.P. H.009595"
10/3/2016,Iberia Parish - LA 14 (Center Street) at Pershing Street - Lane Closure
10/3/2016,"LA 1085 & LA 1077 Roundabout, St. Tammany Parish"
10/3/2016,UPDATE: RE-OPENED***LA 6; Many (between Church St & Vandegaer Ave); Sabine Parish; Repair Drain
10/3/2016,"This road is now open. This job will extented until 10/02/2016.  LA 3015, Bridge over Castor Bayou in Desoto Parish."
9/30/2016,LA 379 NIGHTTIME ROAD CLOSURES – CITY OF WESTLAKE – CALCASIEU PARISH
9/30/2016,"I-10, Orleans Parish, SP H.003182"
9/30/2016,"REVISED  I-310, St. Charles Parish, SP# H.010584"
9/30/2016,LA 426 (Old Hammond Hwy) East Baton Rouge
9/30/2016,"LA 48 (Jefferson Highway), Jefferson Parish, SP# H.012688"
9/30/2016,LA 379 NIGHTTIME ROAD CLOSURES – CITY OF WESTLAKE – CALCASIEU PARISH
9/30/2016,"US 190, Between LA 1065 (N. Cherry St) and N. Cypress St., Tangiaphaoa Parish"
9/30/2016,"US425, Catahoula Parish, One Lane"
9/30/2016,"LA 126, Caldwell Parish *OPEN"
9/30/2016,"I-10, Jefferson Parish, H.010402"
9/29/2016,Lafayette Parish - US 90 (Cameron Street) - Lane Closure
9/29/2016,"Update: Begin Date: LA 114: LA 1188 – LA 115; Hessmer area, Avoyelles Parish; H.010364"
9/29/2016,"This job has been cancelled until further notice.  LA 507, Bridge over Grand Bayou Relief in Red River Parish."
9/29/2016,"This road is now open. Road closure at KCS Railroad Crossing on U.S. 80, Bienville Parish"
9/29/2016,"This road is now open.  Road closure at KCS Railroad Crossing on La. 169, Caddo Parish"
9/28/2016,"I-12, Livingston Parish, Lane Closure, S.P. H.009595"
9/28/2016,"I-12, Livingston Parish, Lane Closure, S.P. H.009595"
9/28/2016,Lafayette Parish - LA 3073 (Ambassador Caffery) - Lane Closure
9/28/2016,"I-12, Livingston Parish, Lane Closure, S.P. H.009595"
9/28/2016,"** CANCELLED ** I-12, Livingston Parish, Lane Closure, S.P. H.009595"
9/28/2016,"REVISED: I-10, St. John The Baptist Parish, H.011472"
9/28/2016,LA 472; Grant Parish; Bridge # 365-01-0790-1
9/28/2016,LA 471; Grant Parish; Bridge #123-01-0589-1
9/28/2016,LA 471; Grant Parish; Bridge #123-01-0602-1
9/28/2016,LA 471; Grant Parish; Bridge #123-01-0582-1
9/28/2016,"US90B, Jefferson Parish, H.009933"
9/28/2016,"I-10, Orleans Parish, SP H.003182"
9/27/2016,"US90B, HOV CCC, Orleans Parish, SP H.010636"
9/27/2016,Lafourche Parish- La 1- West Larose Vertical Lift Bridge
9/27/2016,UPDATE:  Iberia Parish -  LA 3182 (Bayside Bridge) - Immediate Closure for Bridge Repairs NOW OPEN
9/26/2016,Lafayette Parish – La.182 – Road Closure
9/26/2016,US 61 (Airline Hwy) East Baton Rouge Parish
9/26/2016,I-10 Eastbound Right Lane Closure at Milepost 27 (Calcasieu River Bridge) - Calcasieu Parish
9/26/2016,RESCHEDULED: I-10 Eastbound MP 44 (US 165) – MP 46 Lane Closure- Jefferson Davis Parish
9/26/2016,"LA 23, Belle Chasse Bridge, Plaquemines Parish"
9/26/2016,UPDATE: LA 66 (Angola Road) West Feliciana Parish
9/23/2016,"I-49: between Exit 142 (Posey Rd.) and Exit 148 (LA 485); Natchitoches Parish, H.011894; Slide Repairs"
9/23/2016,UPDATE: Iberia Parish - LA 14 (Center Street) at Pershing Street - Lane Closure CANCELLED
9/23/2016,"I-10, Jefferson Parish, H.010402"
9/23/2016,"UPDATE:  LA 438 (Between LA 38 and LA 25), Washington Parish"
9/23/2016," I-310, US 90, & US 61 in St. Charles Parish - H.010584"
9/23/2016,LA 40: N. Jct. LA 445 to ST. TAMMANY PARISH LINE – TANGIPAHOA - STATE PROJECT H.010379 (UPDATED)
9/22/2016,"I-20, Ouachita Parish, Lane Closure"
9/22/2016,St. Martin Parish - Interstate 10 Eastbound - Lane Closure
9/22/2016,ROAD IS OPEN TO TRAFFIC: LA 27 (BEGLIS PARKWAY) ROAD CLOSURE – CITY OF SULPHUR – CALCASIEU PARISH
9/22/2016,"LA 3160, St. Charles Parish, S.P. 4400003459"
9/22/2016,"Williams Boulevard, Jefferson Parish, S.P. 4400003459"
9/22/2016,LA 21 Widening (Bootlegger Road -- 11th Ave.) St. Tammany Parish
9/22/2016,I-10 Westbound MP 45 (US 165) Alternating Lane Closure- Jeff Davis Parish
9/22/2016,"LA 1032, Livingston Parish, Road Closure S.P. H.010781"
9/22/2016,LA 1061: JCT. LA 10 – JCT. LA 440 – STATE PROJECT H.002474 – TANGIPAHOA PARISH (RESCHEDULED)
9/22/2016,"US90B, Jefferson Parish, H.009933"
9/21/2016,Lafayette Parish - Green Road at LA 339 (Verot School Road) - Road Closure
9/21/2016,"Intermittent Lane Status I-49 southbound from mile marker 206.9 to mile marker 197.3, Caddo Parish"
9/21/2016,US 61 (Airline Hwy) East Baton Rouge Parish
9/21/2016,"REVISED: US 90B non-HOV CCC, Orleans Parish, SP H.010636"
9/21/2016,St. Mary Parish - LA 182 at the Berwick Bridge - Bridge Closure
9/21/2016,Lafayette Parish - LA 182 (Pinhook Road) at the Pinhook Bridge - Bridge Closure
9/21/2016,CANCELLED:  I-210 WESTBOUND LEFT LANE NIGHTTIME CLOSURE – CALCASIEU PARISH
9/21/2016,LAFAYETTE PARISH - US 90 EASTBOUND LEFT LANE CLOSURE
9/21/2016,LAFAYETTE PARISH - US 90 EASTBOUND RIGHT LANE CLOSURE
9/21/2016,"ROAD OPEN - LA 23, Belle Chasse Tunnel, Plaquemines Parish"
9/21/2016,"LA 126, Caldwell Parish"
9/20/2016,"US 80, Cross Bayou and Relief Bridges, Caddo Parish"
9/20/2016,"I-49 northbound lane closures between Caddo/DeSoto Parish line, Bert Kouns"
9/20/2016,"  LA 48 (Jefferson Highway), Jefferson Parish, SP# H.012688"
9/20/2016,"I-55 Southbound & Northbound, Moving Operation, from Milepost 28 to 66, Tangipahoa Parish."
9/20/2016,"I-55 Southbound & Northbound, Moving Operation, from Milepost 28 to 66, Tangipahoa Parish."
9/20/2016,"LA 3102, Catahoula Parish, One Lane"
9/20/2016,"LA 21 Widening (Bootlegger Road - 11th Ave.), St. Tammany Parish"
9/20/2016,"US 190, Livingston Parish, Lane Closure, S.P. H.009548"
9/20/2016,"US90B, Jefferson Parish, H.009933"
9/19/2016,LA 1061: JCT. LA 10 – JCT. LA 440 – STATE PROJECT H.002474 – TANGIPAHOA PARISH
9/19/2016,I-10 MP 23 (LA 108) RIGHT LANE CLOSURES- CALCASIEU PARISH
9/19/2016,LA 27 ELLENDER BRIDGE (OVER INTRACOASTAL WATERWAY) MP 71.36 ALTERNATING LANE CLOSURES – CALCASIEU PARISH
9/19/2016,LA 379 NIGHTTIME ROAD CLOSURES – CITY OF WESTLAKE – CALCASIEU PARISH
9/19/2016,Lafayette Parish – La.182 – Road Closure
9/19/2016,Lafayette Parish - US 90 Eastbound - Lane Closure
9/19/2016,Lafayette Parish - Timberwood Drive at LA 339 (Verot School Road) - Road Closure
9/16/2016,LA 1138-2 RIGHT SOUTHBOUND LANE CLOSURE – LAKE CHARLES – CALCASIEU PARISH
9/16/2016,BUS 190 (Florida Blvd.) & I-110 East Baton Rouge Parish
9/16/2016,"I-310, LA 3127, LA 18, LA 48, I-10, US 90, St. Charles Parish, SP# H.010584"
9/16/2016,"REVISED: I-10, Jefferson Parish, H.010402"
9/16/2016,LA 1138-2 (PRIEN LAKE ROAD) LANE CLOSURE AT HOLLY HILL ROAD– CITY OF LAKE CHARLES – CALCASIEU PARISH
9/16/2016,St. Martin Parish - Interstate 10 - lane closures
9/16/2016,I-210 WESTBOUND LEFT LANE NIGHTTIME CLOSURE – CALCASIEU PARISH
9/16/2016,"I-12, Livingston Parish, Lane Closure, S.P. H.009595"
9/16/2016,"I-12, Livingston Parish, Lane Closure, S.P. H.009595"
9/16/2016,"**CANCELED **  I-12, Livingston Parish, Lane Closure, S.P. H.009595"
9/16/2016,"LA 3252, Tensas Parish-OPEN"
9/15/2016,"NOW OPEN: La. 527, Taylortown, Bossier Parish"
9/15/2016,Lafayette Parish - LA 182 (Pinhook Road) at the Pinhook Bridge - Bridge Closure
9/15/2016,Lafayette Parish - LA 3073 (Ambassador Caffery) at the Ambassador Caffery Bridge - Bridge Closure
9/15/2016,"I-220 eastbound to close overnight Sunday, Sept. 18, near N. Market, Shreveport, Caddo Parish"
9/15/2016,Lafayette Parish - US 90 Eastbound - Lane Closure
9/15/2016,"I20 EASTBOUND, MADISON PARISH, VICKSBURG BRIDGE"
9/15/2016,"LA 128, Franklin Parish *OPEN*"
9/15/2016,ALTERNATING LANE CLOSURES ON LA 27 AT ELLENDER BRIDGE (MP 71) - CALCASIEU PARISH
9/14/2016,LA 1: between St. James St. & Broadway Ave.; Alexandria; Rapides Parish; H.004823
9/14/2016,"I-59 Northbound & Southbound, Moving Operation, from Milepost 0.71 to 10.87 in St. Tammany Parish."
9/14/2016,"LA 22, Livingston Parish, Lane Closure, S.P. H.002373"
9/14/2016,**UPDATE: ROAD RE-OPENED**  US 167 (Expressway); Rapides Parish
9/14/2016,EAST BATON ROUGE PARISH -     I-10 MISSISSIPPI RIVER BRIDGE
9/14/2016,"*****UPDATE*****US 61 Lane Closure, West Feliciana Parish"
9/13/2016,"I-10, Orleans Parish, SP H.003182"
9/13/2016,**La 422 in East Feliciana Parish is now OPEN**
9/13/2016,"I-12, Livingston Parish, Lane Closure, S.P. H.009595"
9/13/2016,"I-12, Livingston Parish, Lane Closure, S.P. H.009595"
9/13/2016,LA 40: N. JCT. LA 445 – ST. TAMMANY P/L – STATE PROJECT H.010379 - TANGIPAHOA PARISH
9/13/2016," I-10, St. Charles Parish, SP H.011472"
9/13/2016,"I-10 Middle Pearl River Bent Repairs, St. Tammany Parish"
9/13/2016,"I-310, St. Charles Parish, S.P. H.010498"
9/13/2016,"REVISED: US90B, Jefferson Parish, H.009933"
9/13/2016,"US90B, Jefferson Parish, H.002550"
9/13/2016,"US90B, Jefferson Parish, H.009933"
9/13/2016,I-610 - Orleans Parish
9/13/2016,"I-10, Jefferson Parish, H.010402"
9/12/2016,I-10 Westbound MP 45 (US 165) Right Lane Closure- Jeff Davis Parish
9/12/2016,LA 111: South of Evans; Vernon Parish; H.0011027; Add Cross Drain Pipe
9/12/2016,US 61 (Airline Hwy) East Baton Rouge Parish
9/12/2016,I-10 Westbound MP 45 (US 165) Right Lane Closure- Jeff Davis Parish
9/12/2016,"LA 128, Franklin Parish"
9/12/2016,Lafayette Parish - Timberwood Drive at LA 339 (Verot School Road) - Road Closure
9/12/2016,"UPDATE: NOW OPEN LA 81 South, Pointe Coupee Parish, Road Closure"
9/12/2016,Lafayette Parish – US 90 between LA 3073 (Ambassador Caffery) & LA 92 (Young Street) – Lane Closure
9/12/2016,"US90B, Jefferson Parish, H.009933"
9/12/2016,Lafayette Parish - LA 3073 (Ambassador Caffery) - Lane Closure
9/12/2016,"NOW OPEN: US 190, BETWEEN LA 1026 (JUBAN RD.) AND LA 447 (WALKER S RD), LIVINGSTON PARISH"
9/12/2016,"LA 447/I-12 Interchange, Lane Closure, Livingston Parish, S.P. H.005693"
9/12/2016,"I-12, Livingston Parish, Lane Closure, S.P. H.009595"
9/9/2016,"US 90B, Jefferson Parish, H.009933"
9/9/2016,"I-10, Orleans Parish, S.P. 4400003459"
9/9/2016,"REVISED: Clearview Parkway, Jefferson Parish, S.P. 4400003459"
9/9/2016,"I-10, Jefferson Parish, S.P. 4400003459"
9/9/2016,"LA 23, Plaquemines Parish"
9/9/2016,"I-10, Jefferson Parish,  H.010402"
9/9/2016,Lafayette Parish – LA 3073 (Ambassador Caffery) – Lane Closure
9/9/2016,"US 165, Ouachita Parish"
9/9/2016,Acadia Parish - La. 91 - bridge status
9/9/2016,Lafayette Parish – US 90 between LA 3073 (Ambassador Caffery) & LA 92 (Young Street) – Lane Closure
9/9/2016,"US 165, Ouachita Parish"
9/9/2016,I-10 WESTBOUND RIGHT LANE CLOSURE AT MP 29 (CALCASIEU RIVER BRIDGE) - CALCASIEU PARISH
9/9/2016,"I-310, LA 3127, LA 18, LA 48, I-10, US 90, St. Charles Parish, SP# H.010584"
9/9/2016,"US 90 B, HOV on CCC, Orleans Parish, SP H.010636"
9/9/2016,"US 90B, CCC Bridge (non - HOV Lanes), Orleans Parish, SP H.010636"
9/8/2016,Iberville Parish - Southbound LA 1 @ Bayou Plaquemine Bridge ***CANCELLED***
9/8/2016,I-10 & I-210 WESTBOUND NIGHTTIME LANE CLOSURES – CALCASIEU PARISH
9/8/2016,"LA 63, Livingston, Lane Closure, Permit #62028284"
9/8/2016,US 61 (Airline Hwy) East Baton Rouge Parish
9/7/2016,St. Martin Parish - Interstate 10 - lane closures
9/7/2016,"I-610, Orleans Parish, S.P. H.006196"
9/7/2016,test
9/7/2016,**UPDATE:POSTPONED**  US 167 (Expressway); Rapides Parish
9/7/2016,"REVISED  I-310, St. Charles Parish, H.010584"
9/7/2016,UPDATE: LA 1204: 0.369 Miles East of Spring Hill Rd. – US 165; Rapides Parish; H.008259; Milling and Overlaying Existing Roadway
9/7/2016,LA 112: LA 113 – E Davis Road; Rapides Parish; H.009707
9/7/2016,Claiborne Avenue Overpass - Orleans Parish
9/6/2016,"LA 1061: JCT. LA 10 – JCT. LA 440 – STATE PROJECT H.002474, TANGIPAHOA PARISH"
9/6/2016," US90B, Jefferson Parish - Harvey, H.009933"
9/6/2016,"US90B, Jefferson Parish - Gretna/Harvey, H.009933"
9/6/2016,"LA 3102, Catahoula Parish, Bridge Closure"
9/6/2016,I-10 Westbound Exit 20 (LA 1256) Off Ramp Work- Calcasieu Parish
9/6/2016,"Intermittent closures US 80 east and westbound from Red Chute Bayou Ridge to Eastwood LA, Bossier Parish"
9/6/2016,"Huey P. Long Bridge, US 90, Jefferson Parish"
9/6/2016,"LA 23, Belle Chasse Bridge, Plaquemines Parish"
9/6/2016,"LA 23, Belle Chasse Tunnel, Plaquemines Parish"
9/6/2016,Harvey Tunnel on US 90B - Jefferson Parish
9/6/2016,Rescheduled: I-10 Eastbound Right Lane Closure at MP 28 (Calcasieu River Bridge) - Calcasieu Parish
9/6/2016,LAFAYETTE PARISH - LA 353 - ROAD OPEN
9/6/2016,"US 90, St. Charles Parish, S.P. H.010780"
9/6/2016,LA 379 NIGHTTIME ROAD CLOSURES – CITY OF WESTLAKE – CALCASIEU PARISH
9/6/2016,"I-12, Livingston Parish, Lane Closure, S.P. H.009595"
9/6/2016,"I-12, Livingston Parish, Lane Closure, S.P. H.009595"
9/4/2016,St. Martin Parish - La. 353 - road open
9/3/2016,"ROAD OPENING: LA 43, ST. HELENA PARISH"
9/2/2016,"EMERGENCY ONE LANE OF BRIDGE CLOSURE - Catahoula Parish, LA3102"
9/2/2016,Willet Loop and Rock Hill Road Bridges; Grant Parish; H.010592; Construction
9/2/2016,US 90B - Jefferson Parish
9/2/2016,"US 84: Couley Creek to Wolf Creek; Winn Parish, H.010361; Construction"
9/2/2016,LA 23 - Plaquemines Parish
9/2/2016,"US 190, East and West Baton Rouge, S.P. H.011228"
9/2/2016,"I-10, Jefferson Parish, H.010402"
9/2/2016,UPDATE: EMERGENCY LANE CLOSURE: LA 408 (Harding Blvd.) East Baton Rouge Parish
9/2/2016,I-12: District 62 Interstate Repair – ST. TAMMANY - STATE PROJECT H.009593 (RESCHEDULED)
9/2/2016,Houma Tunnel on LA 3040 - Terrebonne Parish
9/2/2016,Houma Tunnel on LA 3040 - Terrebonne Parish
9/2/2016,Houma Tunnel on LA 3040 - Terrebonne Parish
9/2/2016,"CANCELED: I-10, Jefferson Parish, H.010990"
9/1/2016,"** CANCELLED ** LA 447/I-12 Interchange, Lane Closure, Livingston Parish, S.P. H.005693"
9/1/2016,"I-10 Middle Pearl River Bent Repairs, St. Tammany Parish"
9/1/2016,Lafayette Parish – US 90 (Cameron Street) at LA 3184 (Ambassador Caffery) – Outside Eastbound Lane Closure
9/1/2016,US 171 ROAD CLOSURE – DERIDDER – BEAUREGARD PARISH
8/31/2016,"NOW OPEN: LA 432, ST. HELENA PARISH"
8/31/2016,"**ROAD RE-OPENED**; LA 115 in Bunkie, Avoyelles Parish"
8/31/2016,"I-10 Middle Pearl River Bent Repairs, St. Tammany Parish"
8/31/2016,"REVISED I-10 Jefferson Parish, SP# H.010990"
8/30/2016,"US90B, Jefferson Parish, H.009933"
8/30/2016,OPEN: LA 410 (Blackwater Rd) East Baton Rouge Parish
8/30/2016,OPEN: LA 946 (Joor Rd) East Baton Rouge Parish
8/29/2016,"US90B, Jefferson Parish, H.009933"
8/29/2016,"I-10, Orleans Parish, SP H.003182"
8/29/2016,"US 90, Jefferson Parish, H.009933"
8/29/2016,Elysian Field Avenue on-ramp - Orleans Parish
8/29/2016,LA 1061: JCT. LA 10 – JCT. LA 440 – STATE PROJECT H.002474 – TANGIPAHOA PARISH
8/29/2016,LA 1061: JCT. LA 10 – JCT. LA 440 – STATE PROJECT H.002474 – TANGIPAHOA PARISH
8/29/2016,LA 1061: JCT. LA 10 – JCT. LA 440 – STATE PROJECT H.002474 – TANGIPAHOA PARISH
8/29/2016,LA 1061: JCT. LA 10 – JCT. LA 440 – STATE PROJECT H.002474 – TANGIPAHOA PARISH
8/29/2016,Houma Tunnel on LA 3040 - Terrebonne Parish
8/29/2016,ROAD IS OPEN:  LA 3166 (Castex Landing Road)- Jefferson Davis Parish
8/29/2016,"I-10, Orleans Parish"
8/29/2016,LA 1061: JCT. LA 10 – JCT. LA 440 – STATE PROJECT H.002474
8/29/2016,"US 90B, Orleans Parish, H.009920"
8/29/2016,"I-10, Jefferson Parish, S.P. 4400003459"
8/29/2016,"US 90 Business, Orleans Parish, H.009920"
8/29/2016,I-610 Off-ramp - Orleans Parish
8/29/2016,Belle Chasse Tunnel on LA 23 - Plaquemines Parish
8/28/2016,"EMERGENCY CLOSURE: LA 432, ST HELENA PARISH"
8/26/2016,UPDATE: St. Martin Parish - US 90 Eastbound lane (Broussard) - Lane Closure DATE REVISED
8/26/2016,"US 190, Old Mississippi River Bridge, East and West Baton Rouge Parish"
8/26/2016,"US 90B, Jefferson Parish, H.009933"
8/26/2016,LA 23 - Plaquemines Parish
8/26/2016,"I-610, Orleans Parish, SP H.006196"
8/26/2016,"I-10, Jefferson Parish, H.010402"
8/26/2016,"LA 637 (W.10th Street), Reserve, LA, St. John the Baptist Parish, State Project H.008322"
8/26/2016,"LA 48, Jefferson Parish, H.009406"
8/26/2016,I-310 - St. Charles Parish - SP# H.010584
8/26/2016,"I-310, LA 3127, I-10, LA 48, LA 18 & US 90 - St. Charles Parish - H.010584"
8/26/2016,I-12: District 62 Interstate Repair – ST. TAMMANY - STATE PROJECT H.009593 (UPDATED)
8/26/2016,LA 1077: District 62 Interstate Repair – ST. TAMMANY - STATE PROJECT H.009593 (UPDATED)
8/26/2016,LA 1077: District 62 Interstate Repair – ST. TAMMANY - STATE PROJECT H.009593 (UPDATED)
8/26/2016,LA. 1061:  LA. 10 - LA 440 - TANGIPAHOA PARISH - STATE PROJECT H.002474
8/26/2016,ROAD IS OPEN:   LA 101 at Milepost 2 (Lorraine Road) Calcasieu Parish
8/26/2016,St. Martin & Iberville Parish - I-10 EB on the Atchafalaya Basin Bridge - Night time Lane Closure
8/26/2016,"I-10, Orleans Parish, S.P. 4400003459"
8/26/2016,St. Martin Parish - I-10 WB on the Atchafalaya Basin Bridge - Night time Lane Closure
8/25/2016,"UPDATE: REOPENED - LA 443, TANGIPAHOA PARISH"
8/25/2016,"US 90, Jefferson Parish, S.P. 4400003459"
8/25/2016,"Intermittent lane and ramp closures Northbound & Southbound I-49 from mile marker 197.37 to mile marker 206.88 , Caddo Parish"
8/25/2016,"Intermittent lane and ramp closures, Westbound & Eastbound I-20 from mile marker 11.9 to mile marker 26.4, Caddo & Bossier Parish"
8/25/2016,LA 498; England Drive; Rapides Parish
8/25/2016,US 61 / 190 (Airline Hwy) East Baton Rouge Parish
8/25/2016,"US 90B, Jefferson Parish, H.009933"
8/25/2016,"US90B, Jefferson Parish, H.009933"
8/25/2016,"LA 22, Livingston Parish, Lane Closure, S.P. H.002373"
8/25/2016,"US 90 Business, Orleans Parish, H.009920"
8/24/2016,Acadia Parish – Road Openings & Closures (3:30 p.m. UPDATE)
8/24/2016,"LA 1085 & LA 1077 Roundabout, St. Tammany Parish"
8/24/2016,I-210 Westbound MP 3 (Prien Lake Bridge) Right Lane Closure- Calcasieu Parish
8/24/2016,St. Martin & Iberville Parishes – I-10 Westbound (Atchafalaya Basin Bridge) – Reduced to one lane
8/24/2016,"US 90 (Huey P. Long Bridge), Jefferson Parish, H.011482"
8/24/2016,"LA 63, Livingston, Lane Closure, Permit #62028284"
8/24/2016,St. Martin Parish – Road Openings & Closures (9 a.m. UPDATE)
8/24/2016,St. Mary Parish - US 90 (Atchafalaya River Bridge) - Alternating Lane Closures
8/24/2016,St. Mary Parish - LA 182 (old Atchafalaya River Bridge) - Bridge Closure
8/24/2016,LA 67 (Plank Rd.) East Baton Rouge Parish
8/24/2016,I-12: District 62 Interstate Repair – ST. TAMMANY - STATE PROJECT H.009593
8/23/2016,"UPDATE:  REOPENED - LA 38, TANGIPAHOA PARISH"
8/23/2016,"I-10, East Bound, Iberville Parish, S.P. H.010318"
8/23/2016,"I-10, West Bound, West Baton Rouge Parish, S.P. H.010318"
8/23/2016,"I-10, West Bound, West Baton Rouge Parish, S.P. H.010318"
8/23/2016,"EMERGENCY CLOSURE: I-10, West Bound, West Baton Rouge Parish, S.P. H.010318"
8/23/2016,"I-10 East Bound, Iberville Parish, H.010318"
8/23/2016,"Road or Lane Closure, US 61 @ Rue De Sante, St. John the Baptist Parish"
8/23/2016,West Larose Lift Bridge on Highway 1 - Lafourche Parish
8/23/2016,St. Martin & Iberville Parish - I-10 Atchafalaya Basin Bridge (Eastbound & Westbound) - Alternating Lane Closures
8/23/2016,"I-610, Orleans Parish, SP H.006196"
8/23/2016,Houma Tunnel on LA 3040 - Terrebonne Parish
8/23/2016,LA 585 in West Carroll Parish Road Closure
8/23/2016,"Siegen Lane(LA 3246) between Cloverland and Siegen Plaza, East Baton Rouge"
8/23/2016,I-10/I-12/I-59 (French Branch Bridge - West Pearl River Bridge)  St. Tammany Parish
8/23/2016,ROAD IS OPEN:   US 90 at Jct of LA 3055 (Milepost 66.5)- Jefferson Davis Parish
8/23/2016,I-10 WESTBOUND RIGHT LANE CLOSURE AT MP 29 (CALCASIEU RIVER BRIDGE) - CALCASIEU PARISH
8/23/2016,LA 1077: District 62 Interstate Repair – ST. TAMMANY - STATE PROJECT H.009593
8/23/2016,LA 21 Widening (Bootlegger Road - 11th Ave.) St. Tammany Parish
8/23/2016,I-610 - Orleans Parish
8/22/2016,Lafayette Parish – La.182 – Road Closure
8/22/2016, LA 1126 from Jct LA 102 to Jct US 90- Jefferson Davis Parish : ROAD IS OPEN
8/22/2016,"NOW OPEN: LA 1029 FROM 447 TO US 190, LIVINGSTON PARISH"
8/22/2016,"*Update* LA 10 (Ravenwood), Pointe Coupee Parish, Road Open"
8/22/2016,UPDATE: Vermilion Parish - LA 14 Business (Abbeville) - Bridge Closure DRIFT REMOVAL COMPLETED
8/22/2016,"UPDATE:  REOPENED - LA 22 , LIVINGSTON PARISH"
8/22/2016,"OPEN: LA 1037, LIVINGSTON PARISH"
8/22/2016,"NOW OPEN: LA 1039, LIVINGSTON PARISH"
8/22/2016,UPDATE: US 61 (SB) Ascension Parish
8/22/2016,OPEN: US 61 (NB) Ascension Parish
8/22/2016,OPEN: LA 641 Ascension Parish
8/22/2016,OPEN: I-10 Ascension Parish
8/22/2016,"NOW OPEN - LA 1019, LIVINGSTON PARISH"
8/22/2016,"I-310, LA 3127, I-10, LA 48, LA 18 & US 61 - St. Charles Parish - H.010584"
8/22/2016,"LA 23, Belle Chasse Tunnel - Plaquemines Parish"
8/22/2016,"I-10, Clearview Pkwy to Causeway Blvd, Jefferson Parish, H.010990"
8/21/2016,REOPENED: LA 26 - Cleopha Rd (MP 71) to LA 102 (MP 73)(Dugas Road) - Jefferson Davis Parish
8/20/2016,Evangeline Parish – Road Closures (1:30 p.m. UPDATE)
8/20/2016,"EMERGENCY ROAD CLOSURE, LA 450, Washington Parish"
8/20/2016,"OPEN-Hwy 22 from US 61 to I-10,Ascension Parish"
8/20/2016,"OPEN-LA 431 between US 61 and Hwy 429, Ascension Parish"
8/20/2016,"OPEN-LA 431 between US 61 and Hwy 429, Ascension Parish"
8/20/2016,"OPENED-Hwy 966,2 miles East of US 61, West Feliciana Parish"
8/20/2016,Iberia Parish - Road Closures (6:00 a.m. UPDATE)
8/19/2016,"NOW OPEN: LA 1036, LIVINGSTON PARISH"
8/19/2016,LA 379 NIGHTTIME ROAD CLOSURES – CITY OF WESTLAKE – CALCASIEU PARISH
8/19/2016,US 90B (Westbank Expressway) - Orleans/Jefferson Parish
8/19/2016,Lafayette Parish – Road Closures (11:30 a.m. UPDATE)
8/19/2016,"LA 413, West Baton Rouge and Pointe Coupee Parish, S.P. H.010435"
8/19/2016,LA 97 (Milepost 2) at I-10- Jefferson Davis Parish  ROAD IS OPEN
8/19/2016,"LA 413, West Baton Rouge and Pointe Coupee Parish, S.P. H.010435"
8/19/2016,LA 39 (N. Claiborne Avenue) - Orleans Parish
8/19/2016,EMERGENCY LANE CLOSURE: LA 37 (Greenwell Springs) East Baton Rouge Parish
8/19/2016,"CLOSURE: LA HWY 22, FROM KOTO RD. TO LA HWY. 16, LIVINGSTON PARISH"
8/19/2016,"UPDATE: HWY 16 CLOSED FROM FRENCH SETTLEMENT BRIDGE TO HWY. 22, LIVINGSTON PARISH"
8/19/2016,"I-10, Jefferson Parish, H.010402"
8/19/2016,"LA 48, Jefferson Parish, H.009406"
8/19/2016,"EMERGENCY CLOSURE: LA 38, ST HELENA PARISH"
8/18/2016,"EMERGENCY CLOSURE: Highland Rd, East Baton Rouge Parish"
8/18/2016,St. Mary Parish - Atchafalaya River Bridge on US 90 - Alternating lane closures
8/18/2016,"UPDATE: REOPENED LA 447, Livingston Parish"
8/18/2016,"UPDATE: REOPENED - LA 63, LIVINGSTON PARISH"
8/18/2016,"UPDATE:  CLOSURES LA 22, LIVINGSTON"
8/18/2016,"UPDATE: REOPENED - LA 1034 (VINCENT RD)  & LA 3003 (RUSHING RD), LIVINGSTON PARISH"
8/18/2016,"UPDATE:  LA 16, LIVINGSTON PARISH"
8/18/2016,"REOPENED:  LA 3002 (RANGE AVE), LIVINGSTON PARISH"
8/18/2016,"REOPENED: LA 63 - FROM US 190 to LA 442, LIVINGSTON PARISH"
8/18/2016,UPDATE: REOPENED - LA 1026
8/18/2016,"UPDATE: REOPENED - LA 1032, LIVINGSTON PARISH"
8/18/2016,UPDATE: REOPENED - LA 440 - TANGIPAHOA PARISH
