date,closed,report,query_string,lat,lng,query_score,field_score
8/27/2020,0.0,**UPDATE: OPEN** I-10 at Mile Marker 146 1/2 WB - West Baton Rouge Parish,**UPDATE:+OPEN**+I-10+at+Mile+Marker+146+1/2+WB+-+West+Baton+Rouge+Parish,0.0,0.0,0.0,0.0
8/26/2020,1.0,"Grand Lake Bridge closed to motorists, Black Bayou Bridge open - Calcasieu/Cameron Parish","Grand+Lake+Bridge+closed+to+motorists,+Black+Bayou+Bridge+open+-+Calcasieu/Cameron+Parish",30.05142,-93.27925,0.3,"{'state': 1.0, 'county': 1.0, 'district': 1.0}"
8/26/2020,1.0,***UPDATE*** Judge Perez Bridge (LA 23) closed to marine traffic,***UPDATE***+Judge+Perez+Bridge+(LA+23)+closed+to+marine+traffic,0.0,0.0,0.0,0.0
8/26/2020,0.0,**UPDATE: OPEN**  Temporary Closure - Burbank Drive between Ben Hur Road and Lee Drive - East Baton Rouge Parish,**UPDATE:+OPEN**++Temporary+Closure+-+Burbank+Drive+between+Ben+Hur+Road+and+Lee+Drive+-+East+Baton+Rouge+Parish,0.0,0.0,0.0,0.0
8/25/2020,0.0,***UPDATE: OPEN*** LA 47 floodgate closure in Orleans Parish,***UPDATE:+OPEN***+LA+47+floodgate+closure+in+Orleans+Parish,0.0,0.0,0.0,0.0
8/25/2020,-1.0,"I-10, Orleans Parish, SP# H.010018.6","I-10,+Orleans+Parish,+SP#+H.010018.6",0.0,0.0,0.0,0.0
8/25/2020,-1.0,"US 90B, Crescent City Connection, Orleans Parish","US+90B,+Crescent+City+Connection,+Orleans+Parish",29.93771,-90.06167,0.82,"{'country': 1.0, 'state': 1.0, 'county': 1.0, 'streets': [1.0]}"
8/25/2020,0.0,"*** UPDATE: OPEN *** LA 300 floodgate closure, St. Bernard Parish","***+UPDATE:+OPEN+***+LA+300+floodgate+closure,+St.+Bernard+Parish",0.0,0.0,0.0,0.0
8/25/2020,0.0,"***UPDATE: OPEN*** LA 39 flood gate closure, Plaquemines Parish","***UPDATE:+OPEN***+LA+39+flood+gate+closure,+Plaquemines+Parish",0.0,0.0,0.0,0.0
8/25/2020,-1.0,"Humble Canal Bridge on LA 3147 in Freshwater City, Vermilion Parish","Humble+Canal+Bridge+on+LA+3147+in+Freshwater+City,+Vermilion+Parish",0.0,0.0,0.0,0.0
8/25/2020,1.0,***UPDATE***US 90 Business (Broad Street) Westbound Right Lane Closure between S. Franklin St. and Enterprise Blvd. - Calcasieu Parish,***UPDATE***US+90+Business+(Broad+Street)+Westbound+Right+Lane+Closure+between+S.+Franklin+St.+and+Enterprise+Blvd.+-+Calcasieu+Parish,0.0,0.0,0.0,0.0
8/25/2020,0.0,***UPDATE rescheduled***DOTD announces upcoming US 190 Bridge lane closures in East Baton Rouge Parish,***UPDATE+rescheduled***DOTD+announces+upcoming+US+190+Bridge+lane+closures+in+East+Baton+Rouge+Parish,0.0,0.0,0.0,0.0
8/24/2020,0.0,***UPDATE Rescheduled*****DOTD announces upcoming US 61 lane closure in East Baton Rouge Parish,***UPDATE+Rescheduled*****DOTD+announces+upcoming+US+61+lane+closure+in+East+Baton+Rouge+Parish,0.0,0.0,0.0,0.0
8/24/2020,1.0,LINCOLN PARISH LANE CLOSURES: I-20 EB at LA 507 Overpass (EXIT 77),LINCOLN+PARISH+LANE+CLOSURES:+I-20+EB+at+LA+507+Overpass+(EXIT+77),0.0,0.0,0.0,0.0
8/24/2020,1.0,LA 23 floodgate closure in Plaquemines Parish,LA+23+floodgate+closure+in+Plaquemines+Parish,0.0,0.0,0.0,0.0
8/24/2020,0.0,***OPEN***U.S. 11 floodgate closure,***OPEN***U.S.+11+floodgate+closure,30.44335,-91.18664,0.33,"{'country': 1.0, 'state': 1.0}"
8/24/2020,0.0,***OPEN*** US 90 floodgate closure,***OPEN***+US+90+floodgate+closure,29.5699,-90.38212,0.65,"{'country': 1.0, 'state': 1.0, 'streets': [0.8], 'houseNumber': 0.9}"
8/24/2020,0.0,"CANCELED: I-10, Orleans Parish, SP# H.010018.6","CANCELED:+I-10,+Orleans+Parish,+SP#+H.010018.6",0.0,0.0,0.0,0.0
8/24/2020,0.0,"CANCELED: LA 611-1 (River Road) from Arnoult Road to Highway Drive, Jefferson Parish, S.P. No H.012161","CANCELED:+LA+611-1+(River+Road)+from+Arnoult+Road+to+Highway+Drive,+Jefferson+Parish,+S.P.+No+H.012161",0.0,0.0,0.0,0.0
8/24/2020,0.0,"CANCELED: I-10, Orleans Parish, H.013587.6","CANCELED:+I-10,+Orleans+Parish,+H.013587.6",30.01426,-89.9404,0.56,"{'state': 1.0, 'county': 1.0, 'streets': [0.85], 'houseNumber': 1.0}"
8/24/2020,0.0,"CANCELED: I-10 Williams Blvd. to I-10/I-610 Split, Jefferson Parish, H.009054","CANCELED:+I-10+Williams+Blvd.+to+I-10/I-610+Split,+Jefferson+Parish,+H.009054",0.0,0.0,0.0,0.0
8/24/2020,0.0,"CANCELED: UPDATE -  I-10, Orleans Parish, H.013587.6","CANCELED:+UPDATE+-++I-10,+Orleans+Parish,+H.013587.6",0.0,0.0,0.0,0.0
8/24/2020,0.0,"CANCELED: LA 3152 Clearview Pkwy W. Metairie to Argonne St., Jefferson Parish, H.012571","CANCELED:+LA+3152+Clearview+Pkwy+W.+Metairie+to+Argonne+St.,+Jefferson+Parish,+H.012571",30.0039,-90.18556,0.55,"{'state': 1.0, 'county': 1.0, 'city': 1.0, 'streets': [1.0], 'houseNumber': 1.0}"
8/24/2020,0.0,"CANCELED: UPDATE: I-10, Orleans Parish, H.013587.6","CANCELED:+UPDATE:+I-10,+Orleans+Parish,+H.013587.6",0.0,0.0,0.0,0.0
8/24/2020,0.0,"CANCELED: US 90, Crescent City Connection, Orleans Parish","CANCELED:+US+90,+Crescent+City+Connection,+Orleans+Parish",29.93771,-90.06167,0.71,"{'country': 1.0, 'state': 1.0, 'county': 1.0, 'streets': [1.0]}"
8/24/2020,0.0,UPDATE: CANCELLED – Road closure on LA 109 AT MP 0.032 (N of US 90 & LA 109) – Calcasieu Parish,UPDATE:+CANCELLED+–+Road+closure+on+LA+109+AT+MP+0.032+(N+of+US+90+&+LA+109)+–+Calcasieu+Parish,0.0,0.0,0.0,0.0
8/24/2020,0.0,UPDATE: CANCELLED – Lane closure on LA 109 – Calcasieu Parish,UPDATE:+CANCELLED+–+Lane+closure+on+LA+109+–+Calcasieu+Parish,0.0,0.0,0.0,0.0
8/24/2020,0.0,CANCELED - US 190- Partial Road Closure -  Project #: H.011152 - St. Tammany Parish,CANCELED+-+US+190-+Partial+Road+Closure+-++Project+#:+H.011152+-+St.+Tammany+Parish,0.0,0.0,0.0,0.0
8/24/2020,1.0,"BRIDGE CLOSURE: I-20 westbound on-ramp from Murphy St., Caddo Parish","BRIDGE+CLOSURE:+I-20+westbound+on-ramp+from+Murphy+St.,+Caddo+Parish",0.0,0.0,0.0,0.0
8/23/2020,1.0,UPDATE: Nighttime lane closure on I-10 WB from I-210 to LA 108 – Calcasieu Parish,UPDATE:+Nighttime+lane+closure+on+I-10+WB+from+I-210+to+LA+108+–+Calcasieu+Parish,0.0,0.0,0.0,0.0
8/23/2020,0.0,***UPDATE: CANCELED***LA 23 SB (Belle Chasse Tunnel) Closure,***UPDATE:+CANCELED***LA+23+SB+(Belle+Chasse+Tunnel)+Closure,0.0,0.0,0.0,0.0
8/22/2020,0.0,UPDATE – REOPENED: Spring Street overpass (LA 1 northbound) in downtown Shreveport,UPDATE+–+REOPENED:+Spring+Street+overpass+(LA+1+northbound)+in+downtown+Shreveport,0.0,0.0,0.0,0.0
8/21/2020,1.0,LA 27 (Main St.) Northbound and Southbound Intermittent Lane Closures:  Kelso Bayou Bridge (MP 67.6) to south of Park Rd (MP 71.0) – Cameron Parish,LA+27+(Main+St.)+Northbound+and+Southbound+Intermittent+Lane+Closures:++Kelso+Bayou+Bridge+(MP+67.6)+to+south+of+Park+Rd+(MP+71.0)+–+Cameron+Parish,0.0,0.0,0.0,0.0
8/21/2020,1.0,"LA 671 (Canal Street) at Railroad Crossing, Iberia Parish, Road Closure","LA+671+(Canal+Street)+at+Railroad+Crossing,+Iberia+Parish,+Road+Closure",0.0,0.0,0.0,0.0
8/21/2020,1.0,"US 90B Harvey Tunnel, Westbound Total Closure, Jefferson Parish","US+90B+Harvey+Tunnel,+Westbound+Total+Closure,+Jefferson+Parish",29.89951,-90.07547,0.56,"{'country': 0.42, 'state': 1.0, 'county': 1.0, 'city': 1.0, 'streets': [0.83]}"
8/21/2020,0.0,"UPDATE – REOPENED: I-20 westbound on-ramp from I-220 eastbound, Bossier Parish","UPDATE+–+REOPENED:+I-20+westbound+on-ramp+from+I-220+eastbound,+Bossier+Parish",0.0,0.0,0.0,0.0
8/21/2020,1.0,Nighttime lane closure: I-10 EB between LA 108 and I-210 – Calcasieu Parish,Nighttime+lane+closure:+I-10+EB+between+LA+108+and+I-210+–+Calcasieu+Parish,0.0,0.0,0.0,0.0
8/21/2020,0.0,"CANCELED: UPDATE US 90, Chef Pass Bridge (Total Closure), Orleans Parish","CANCELED:+UPDATE+US+90,+Chef+Pass+Bridge+(Total+Closure),+Orleans+Parish",0.0,0.0,0.0,0.0
8/21/2020,1.0,LA 59 - Partial Road Closure -  Project #: H.011030 - St. Tammany Parish,LA+59+-+Partial+Road+Closure+-++Project+#:+H.011030+-+St.+Tammany+Parish,0.0,0.0,0.0,0.0
8/20/2020,0.0,"UPDATE - REOPENED: I-20 eastbound at Mississippi River (Vicksburg), Madison Parish","UPDATE+-+REOPENED:+I-20+eastbound+at+Mississippi+River+(Vicksburg),+Madison+Parish",0.0,0.0,0.0,0.0
8/20/2020,1.0,LA 16 - Partial Road Closure -  Project #: H.013230 - Livingston Parish,LA+16+-+Partial+Road+Closure+-++Project+#:+H.013230+-+Livingston+Parish,0.0,0.0,0.0,0.0
8/20/2020,1.0,***UPDATE Ramp Closure added***DOTD announces upcoming I-110 lane closure in East Baton Rouge Parish,***UPDATE+Ramp+Closure+added***DOTD+announces+upcoming+I-110+lane+closure+in+East+Baton+Rouge+Parish,0.0,0.0,0.0,0.0
8/20/2020,0.0,UPDATE:  Intersection Open -SPN H.002622 - Road Closure - 40 Oaks Farm Rd at LA 616 (Ark Road) - Ouachita Parish,UPDATE:++Intersection+Open+-SPN+H.002622+-+Road+Closure+-+40+Oaks+Farm+Rd+at+LA+616+(Ark+Road)+-+Ouachita+Parish,0.0,0.0,0.0,0.0
8/20/2020,0.0,**BRIDGE RE-OPENED** LA 501 over Kyiaies Creek; Winn Parish,**BRIDGE+RE-OPENED**+LA+501+over+Kyiaies+Creek;+Winn+Parish,0.0,0.0,0.0,0.0
8/20/2020,1.0,I-10EB LANE CLOSURE (EAST BATON ROUGE PARISH) MM 167 TO MM 170,I-10EB+LANE+CLOSURE+(EAST+BATON+ROUGE+PARISH)+MM+167+TO+MM+170,30.53775,-91.09512,0.4,"{'state': 1.0, 'county': 1.0}"
8/20/2020,1.0,I-10EB RAMP CLOSURE (EAST BATON ROUGE PARISH) LA 73 EB OFF RAMP,I-10EB+RAMP+CLOSURE+(EAST+BATON+ROUGE+PARISH)+LA+73+EB+OFF+RAMP,30.53775,-91.09512,0.4,"{'state': 1.0, 'county': 1.0}"
8/20/2020,1.0,"UPDATE: LA 3152 Clearview Pkwy W. Metairie to Argonne St., Jefferson Parish, H.012571","UPDATE:+LA+3152+Clearview+Pkwy+W.+Metairie+to+Argonne+St.,+Jefferson+Parish,+H.012571",30.0039,-90.18556,0.57,"{'state': 1.0, 'county': 1.0, 'city': 1.0, 'streets': [1.0], 'houseNumber': 1.0}"
8/20/2020,1.0,"EXTENDED! LA 92 (East Whitney Street/Leger Road/Domingue Road) from LA 13 to 0.108 mile east of Vermilion PL, Acadia Parish, Alternating Lane Closure","EXTENDED!+LA+92+(East+Whitney+Street/Leger+Road/Domingue+Road)+from+LA+13+to+0.108+mile+east+of+Vermilion+PL,+Acadia+Parish,+Alternating+Lane+Closure",0.0,0.0,0.0,0.0
8/20/2020,-1.0,"LA 18 (River Road), St. Charles Parish, S.P. H.012600","LA+18+(River+Road),+St.+Charles+Parish,+S.P.+H.012600",29.95299,-90.31028,0.59,"{'state': 1.0, 'county': 1.0, 'streets': [1.0]}"
8/20/2020,-1.0,"I-310, St. Charles Parish, S.P. H.012617","I-310,+St.+Charles+Parish,+S.P.+H.012617",30.18101,-93.23806,0.53,"{'state': 1.0, 'city': 0.5, 'streets': [0.85]}"
8/20/2020,-1.0,"US 90, Chef Pass Bridge, Orleans Parish","US+90,+Chef+Pass+Bridge,+Orleans+Parish",29.96436,-90.20731,0.55,"{'country': 1.0, 'state': 1.0, 'city': 0.6, 'streets': [0.85]}"
8/20/2020,1.0,LA 27 KELSO BAYOU BRIDGE AT MP 67.4 ALTERNATING LANE CLOSURE – CAMERON PARISH,LA+27+KELSO+BAYOU+BRIDGE+AT+MP+67.4+ALTERNATING+LANE+CLOSURE+–+CAMERON+PARISH,0.0,0.0,0.0,0.0
8/19/2020,1.0,"I-10 EB between MM 114.5 & 117 (Atchafalaya Basin Bridge), St. Martin Parish, Alternating Lane Closures","I-10+EB+between+MM+114.5+&+117+(Atchafalaya+Basin+Bridge),+St.+Martin+Parish,+Alternating+Lane+Closures",30.44335,-91.18664,0.33,{'state': 1.0}
8/19/2020,1.0,"I-10 EB On Ramp at Exit 104 - Louisiana Avenue, Lafayette Parish, Intermittent Ramp Closure","I-10+EB+On+Ramp+at+Exit+104+-+Louisiana+Avenue,+Lafayette+Parish,+Intermittent+Ramp+Closure",0.0,0.0,0.0,0.0
8/19/2020,1.0,"I-10 EB at I-49, Lafayette Parish, Intermittent Ramp Closure","I-10+EB+at+I-49,+Lafayette+Parish,+Intermittent+Ramp+Closure",0.0,0.0,0.0,0.0
8/19/2020,1.0,"I-10 EB Off Ramp at Exit 104 - Louisiana Avenue, Lafayette Parish, Intermittent Ramp Closure","I-10+EB+Off+Ramp+at+Exit+104+-+Louisiana+Avenue,+Lafayette+Parish,+Intermittent+Ramp+Closure",0.0,0.0,0.0,0.0
8/19/2020,1.0,"I-10 EB from MM 103 (I-49) to MM 104 (Vermilion River), Lafayette Parish, Lane Closure","I-10+EB+from+MM+103+(I-49)+to+MM+104+(Vermilion+River),+Lafayette+Parish,+Lane+Closure",0.0,0.0,0.0,0.0
8/19/2020,0.0,ROAD IS NOW OPEN-ST. TAMMANY PARISH: Capital Culvert La 59 (Range Line Road) closure,ROAD+IS+NOW+OPEN-ST.+TAMMANY+PARISH:+Capital+Culvert+La+59+(Range+Line+Road)+closure,0.0,0.0,0.0,0.0
8/19/2020,-1.0,"LA 47, St. Bernard Parish, H.013560.6","LA+47,+St.+Bernard+Parish,+H.013560.6",29.95389,-89.99393,0.67,"{'state': 1.0, 'county': 1.0, 'streets': [0.9]}"
8/19/2020,-1.0,Interstate 10 in Jefferson Parish,Interstate+10+in+Jefferson+Parish,30.24622,-92.65919,0.76,"{'state': 1.0, 'county': 0.66, 'streets': [0.9]}"
8/19/2020,1.0,LA 26 (S. Lake Arthur Ave.) Southbound Intermittent Lane Closure: MP 67.0 (just south of Pearl St) in Jennings – Jefferson Davis Parish,LA+26+(S.+Lake+Arthur+Ave.)+Southbound+Intermittent+Lane+Closure:+MP+67.0+(just+south+of+Pearl+St)+in+Jennings+–+Jefferson+Davis+Parish,0.0,0.0,0.0,0.0
8/19/2020,1.0,**LANE CLOSURE** US 84; over Dugdemona River; Winn Parish,**LANE+CLOSURE**+US+84;+over+Dugdemona+River;+Winn+Parish,0.0,0.0,0.0,0.0
8/19/2020,1.0,LA 383 Northbound Intermittent Lane Closure: Railroad Avenue (MP 0.4) to just South of LA 3059 (MP 2.7) in Iowa – Calcasieu Parish and Jefferson Davis,LA+383+Northbound+Intermittent+Lane+Closure:+Railroad+Avenue+(MP+0.4)+to+just+South+of+LA+3059+(MP+2.7)+in+Iowa+–+Calcasieu+Parish+and+Jefferson+Davis,0.0,0.0,0.0,0.0
8/19/2020,1.0,Intermittent lane closures on LA 14 northbound between E. Prien Lake Road and 12th Street – Calcasieu Parish,Intermittent+lane+closures+on+LA+14+northbound+between+E.+Prien+Lake+Road+and+12th+Street+–+Calcasieu+Parish,0.0,0.0,0.0,0.0
8/19/2020,1.0,I-10 WESTBOUND RIGHT LANE CLOSURE - CALCASIEU RIVER BRIDGE AT MP 28.7 - CALCASIEU PARISH,I-10+WESTBOUND+RIGHT+LANE+CLOSURE+-+CALCASIEU+RIVER+BRIDGE+AT+MP+28.7+-+CALCASIEU+PARISH,0.0,0.0,0.0,0.0
8/19/2020,-1.0,"US 90B, Crescent City Connection, Orleans Parish","US+90B,+Crescent+City+Connection,+Orleans+Parish",29.93771,-90.06167,0.82,"{'country': 1.0, 'state': 1.0, 'county': 1.0, 'streets': [1.0]}"
8/18/2020,1.0,***UPDATE***I-10 South Frontage Road Eastbound Intermittent Lane Closure: MP 40.4 to MP 42.3 (West of Iowa) – Calcasieu Parish,***UPDATE***I-10+South+Frontage+Road+Eastbound+Intermittent+Lane+Closure:+MP+40.4+to+MP+42.3+(West+of+Iowa)+–+Calcasieu+Parish,0.0,0.0,0.0,0.0
8/18/2020,1.0,"I-12, Livingston Parish, Lane Closure, S.P. H.011278 ** UPDATED **","I-12,+Livingston+Parish,+Lane+Closure,+S.P.+H.011278+**+UPDATED+**",0.0,0.0,0.0,0.0
8/18/2020,1.0,Alternating lane closures on LA 397– Calcasieu Parish,Alternating+lane+closures+on+LA+397–+Calcasieu+Parish,30.30584,-93.20024,0.5,"{'state': 1.0, 'county': 1.0, 'streets': [0.9], 'houseNumber': 1.0}"
8/18/2020,1.0,"I-55 & I-12 DISTRICT WIDE OGFC SPOT REPAIR – ST. TAMMANY PARISH, RAMP CLOSURES AT I-12/ I-59/ I-10 INTERCHANGE - STATE PROJECT H.013903","I-55+&+I-12+DISTRICT+WIDE+OGFC+SPOT+REPAIR+–+ST.+TAMMANY+PARISH,+RAMP+CLOSURES+AT+I-12/+I-59/+I-10+INTERCHANGE+-+STATE+PROJECT+H.013903",30.1976,-90.43223,1.0,"{'state': 1.0, 'streets': [1.0]}"
8/18/2020,1.0,"I-10 EB & WB on the Atchafalaya Basin Bridge, St. Martin & Iberville Parishes, Alternating Lane Closures for a Sweeping Operation","I-10+EB+&+WB+on+the+Atchafalaya+Basin+Bridge,+St.+Martin+&+Iberville+Parishes,+Alternating+Lane+Closures+for+a+Sweeping+Operation",30.035,-89.98148,0.86,"{'state': 1.0, 'streets': [1.0]}"
8/18/2020,1.0,"I-10 Eastbound & Westbound, Acadia Parish, Alternating Lane Closures for Sweeping Operation","I-10+Eastbound+&+Westbound,+Acadia+Parish,+Alternating+Lane+Closures+for+Sweeping+Operation",30.24618,-92.94978,0.76,"{'state': 1.0, 'streets': [0.95]}"
8/18/2020,1.0,I-10 EB LANE CLOSURE (EAST BATON ROUGE PARISH) MM 171 TO MM 173,I-10+EB+LANE+CLOSURE+(EAST+BATON+ROUGE+PARISH)+MM+171+TO+MM+173,0.0,0.0,0.0,0.0
8/18/2020,1.0,I-10 EB RAMP CLOSURE (EAST BATON ROUGE PARISH) LA 73 EB OFF RAMP,I-10+EB+RAMP+CLOSURE+(EAST+BATON+ROUGE+PARISH)+LA+73+EB+OFF+RAMP,0.0,0.0,0.0,0.0
8/18/2020,1.0,"UPDATE: LA 3144/Susek Drive Roundabout, Rapdies Parish","UPDATE:+LA+3144/Susek+Drive+Roundabout,+Rapdies+Parish",0.0,0.0,0.0,0.0
8/18/2020,1.0,UPDATE: DOTD announces project to improve safety with replacement of pavement markings on LA 3132 in Shreveport,UPDATE:+DOTD+announces+project+to+improve+safety+with+replacement+of+pavement+markings+on+LA+3132+in+Shreveport,0.0,0.0,0.0,0.0
8/18/2020,1.0,St. Tammany:  LA 41 (Dump Road - LA 435) - Lane Closures,St.+Tammany:++LA+41+(Dump+Road+-+LA+435)+-+Lane+Closures,30.62283,-89.9648,0.55,"{'state': 1.0, 'county': 1.0, 'streets': [1.0]}"
8/18/2020,-1.0,"Tulane Avenue Exit Ramp to WB I-10, Orleans Parish","Tulane+Avenue+Exit+Ramp+to+WB+I-10,+Orleans+Parish",29.95786,-90.07902,0.57,"{'state': 1.0, 'county': 1.0, 'district': 0.69, 'streets': [1.0]}"
8/18/2020,1.0,"I-10 WB from MM 104 to MM 103, Lafayette Parish, Lane Closure","I-10+WB+from+MM+104+to+MM+103,+Lafayette+Parish,+Lane+Closure",0.0,0.0,0.0,0.0
8/18/2020,-1.0,"I-10, On-Ramp to US 90 (Pontchartrain Expressway), Orleans Parish","I-10,+On-Ramp+to+US+90+(Pontchartrain+Expressway),+Orleans+Parish",29.94578,-90.07965,0.67,"{'country': 1.0, 'state': 1.0, 'city': 0.6, 'streets': [1.0]}"
8/18/2020,-1.0,"I-10, Jefferson and St. Charles Parish, S.P. No. H.011670","I-10,+Jefferson+and+St.+Charles+Parish,+S.P.+No.+H.011670",0.0,0.0,0.0,0.0
8/18/2020,-1.0,"US 90B, Crescent City Connection HOV, Orleans Parish","US+90B,+Crescent+City+Connection+HOV,+Orleans+Parish",29.93771,-90.06167,0.77,"{'country': 1.0, 'state': 1.0, 'county': 1.0, 'streets': [1.0]}"
8/17/2020,1.0,Intermittent lane closures on LA 14 southbound between Oak Park and E Prien Lake – Calcasieu Parish,Intermittent+lane+closures+on+LA+14+southbound+between+Oak+Park+and+E+Prien+Lake+–+Calcasieu+Parish,0.0,0.0,0.0,0.0
8/17/2020,-1.0,I-110 @ Florida Street Exit (Update),I-110+@+Florida+Street+Exit+(Update),29.98051,-90.03798,0.46,"{'state': 1.0, 'district': 0.68}"
8/17/2020,1.0,"I-10 EB from MM 103 (Bayou Coulee) to MM 104 (Vermilion River), Lafayette Parish, Lane Closure","I-10+EB+from+MM+103+(Bayou+Coulee)+to+MM+104+(Vermilion+River),+Lafayette+Parish,+Lane+Closure",0.0,0.0,0.0,0.0
8/17/2020,1.0,LA 413 Lane Closure (Update),LA+413+Lane+Closure+(Update),0.0,0.0,0.0,0.0
8/17/2020,-1.0,DOTD announces upcoming Perkins on ramp closure in East Baton Rouge Parish,DOTD+announces+upcoming+Perkins+on+ramp+closure+in+East+Baton+Rouge+Parish,30.53775,-91.09512,0.32,"{'state': 1.0, 'county': 1.0}"
8/17/2020,1.0,"US 190 WB at MP 134.5, St. Landry Parish, Lane Closure for Bridge Repairs","US+190+WB+at+MP+134.5,+St.+Landry+Parish,+Lane+Closure+for+Bridge+Repairs",0.0,0.0,0.0,0.0
8/17/2020,1.0,I-10 EB ALTERNATING LANE CLOSURE (EAST BATON ROUGE PARISH) MM 165 TO MM 167,I-10+EB+ALTERNATING+LANE+CLOSURE+(EAST+BATON+ROUGE+PARISH)+MM+165+TO+MM+167,0.0,0.0,0.0,0.0
8/17/2020,1.0,"US 90, Chef Pass Bridge (Total Closure), Orleans Parish","US+90,+Chef+Pass+Bridge+(Total+Closure),+Orleans+Parish",0.0,0.0,0.0,0.0
8/17/2020,1.0,I-10 EB LANE CLOSURE (EAST BATON ROUGE PARISH) MM 168 TO MM 172,I-10+EB+LANE+CLOSURE+(EAST+BATON+ROUGE+PARISH)+MM+168+TO+MM+172,0.0,0.0,0.0,0.0
8/17/2020,1.0,I-10 EB RAMP CLOSURE (EAST BATON ROUGE PARISH) HIGHLAND ROAD EB OFF RAMP,I-10+EB+RAMP+CLOSURE+(EAST+BATON+ROUGE+PARISH)+HIGHLAND+ROAD+EB+OFF+RAMP,0.0,0.0,0.0,0.0
8/17/2020,1.0,I-10 EB LANE CLOSURE (EAST BATON ROUGE PARISH) MM 167 to MM 170,I-10+EB+LANE+CLOSURE+(EAST+BATON+ROUGE+PARISH)+MM+167+to+MM+170,0.0,0.0,0.0,0.0
8/17/2020,1.0,LA 12 BETWEEN CLARK RD AND BRUCE RD (MP 31.3) ALTERNATING LANE CLOSURE – BEAUREGARD PARISH,LA+12+BETWEEN+CLARK+RD+AND+BRUCE+RD+(MP+31.3)+ALTERNATING+LANE+CLOSURE+–+BEAUREGARD+PARISH,0.0,0.0,0.0,0.0
8/17/2020,-1.0,H.013483 -- LA 327: River Road -- East Baton Rouge Parish,H.013483+--+LA+327:+River+Road+--+East+Baton+Rouge+Parish,30.44979,-91.19058,0.62,"{'state': 1.0, 'city': 1.0, 'streets': [1.0], 'houseNumber': 1.0}"
8/14/2020,0.0,"UPDATE - REOPENED: LA 764 bridge over Mim Springs, near Logansport, DeSoto Parish","UPDATE+-+REOPENED:+LA+764+bridge+over+Mim+Springs,+near+Logansport,+DeSoto+Parish",0.0,0.0,0.0,0.0
8/14/2020,0.0,NOW OPEN: LA 603 south of Tallulah in Madison Parish,NOW+OPEN:+LA+603+south+of+Tallulah+in+Madison+Parish,32.42121,-91.17371,0.59,"{'state': 1.0, 'county': 1.0, 'city': 1.0, 'streets': [0.9]}"
8/14/2020,-1.0,"I-10, Jefferson and St. Charles Parish, S.P. No. H.013839","I-10,+Jefferson+and+St.+Charles+Parish,+S.P.+No.+H.013839",0.0,0.0,0.0,0.0
8/14/2020,1.0,"LA 16, Livingston Parish, Road Closure, S.P. H.013230","LA+16,+Livingston+Parish,+Road+Closure,+S.P.+H.013230",0.0,0.0,0.0,0.0
8/14/2020,1.0,***ROAD CLOSURE*** Iberville Parish Maringouin- LA 411 to LA 77,***ROAD+CLOSURE***+Iberville+Parish+Maringouin-+LA+411+to+LA+77,30.49593,-91.52089,0.61,"{'state': 1.0, 'county': 1.0, 'city': 1.0, 'streets': [0.9]}"
8/14/2020,1.0,***ROAD CLOSURE*** Iberville Parish,***ROAD+CLOSURE***+Iberville+Parish,32.30772,-92.93671,0.6,"{'state': 1.0, 'city': 0.67, 'streets': [0.55]}"
8/14/2020,1.0,"US 61: Bayou Manchac & Bayou Francois Bridges, Intermittent Lane Closures and New Traffic Pattern, East Baton Rouge & Ascension Parishes","US+61:+Bayou+Manchac+&+Bayou+Francois+Bridges,+Intermittent+Lane+Closures+and+New+Traffic+Pattern,+East+Baton+Rouge+&+Ascension+Parishes",30.29472,-90.40282,0.72,"{'country': 1.0, 'state': 1.0, 'district': 1.0}"
8/14/2020,1.0,"US 61: Bayou Manchac & Bayou Francois Bridges, Lane Closure, East Baton Rouge & Ascension Parishes**EXTENDED DATES**","US+61:+Bayou+Manchac+&+Bayou+Francois+Bridges,+Lane+Closure,+East+Baton+Rouge+&+Ascension+Parishes**EXTENDED+DATES**",30.29472,-90.40282,0.72,"{'country': 1.0, 'state': 1.0, 'district': 1.0}"
8/14/2020,1.0,"US 61: Bayou Manchac & Bayou Francois Bridges, Lane Closure, East Baton Rouge & Ascension Parishes","US+61:+Bayou+Manchac+&+Bayou+Francois+Bridges,+Lane+Closure,+East+Baton+Rouge+&+Ascension+Parishes",30.29472,-90.40282,0.72,"{'country': 1.0, 'state': 1.0, 'district': 1.0}"
8/14/2020,-1.0,H.011295 -- LA 73: Government St. -- East Baton Rouge Parish,H.011295+--+LA+73:+Government+St.+--+East+Baton+Rouge+Parish,30.44455,-91.13876,0.6,"{'state': 1.0, 'city': 1.0, 'streets': [1.0]}"
8/14/2020,-1.0,H.011295 -- LA 73: Government St. -- East Baton Rouge Parish,H.011295+--+LA+73:+Government+St.+--+East+Baton+Rouge+Parish,30.44455,-91.13876,0.6,"{'state': 1.0, 'city': 1.0, 'streets': [1.0]}"
8/14/2020,-1.0,H.012185 -- LA 3034: Sullivan Rd. -- East Baton Rouge Parish,H.012185+--+LA+3034:+Sullivan+Rd.+--+East+Baton+Rouge+Parish,30.51462,-91.02962,0.63,"{'state': 1.0, 'county': 1.0, 'streets': [1.0]}"
