,User,Text,Date,Favorites,Retweets,Mentions,HashTags,docs,streets,highways,exits,markers
1224,I35WacoTravel,North of Hillsboro | I-35 E northbound at 35W/35E Split | Various lanes closed tonight 7PM to 6AM https://www.i35wacodistrict.org/?id=13804#closures #My35,2020-09-02 13:00:42+00:00,0,0,,#My35,north of hillsboro | i-35 e northbound at 35w/35e split | various lanes closed tonight 7pm to 6am https://www.i35wacodistrict.org/?id=13804#closures #my35,[],['i-35'],[],[]
1225,I35WacoTravel,Carl's Corner | I-35 E southbound at FM 2959 (35E) | Various lanes closed today 7AM to 5PM https://www.i35wacodistrict.org/?id=13803#closures #My35,2020-09-02 13:00:41+00:00,0,0,,#My35,carl's corner | i-35 e southbound at fm 2959 (35e) | various lanes closed today 7am to 5pm https://www.i35wacodistrict.org/?id=13803#closures #my35,[],['i-35'],[],[]
1226,I35WacoTravel,Carl's Corner | I-35 E northbound at FM 2959 (35E) | Various lanes closed today 7AM to 5PM https://www.i35wacodistrict.org/?id=13802#closures #My35,2020-09-02 13:00:40+00:00,0,0,,#My35,carl's corner | i-35 e northbound at fm 2959 (35e) | various lanes closed today 7am to 5pm https://www.i35wacodistrict.org/?id=13802#closures #my35,[],['i-35'],[],[]
1227,I35WacoTravel,Waxahachie | I-35 E southbound at US-287 | Various lanes closed tonight 9PM to 6AM https://www.i35wacodistrict.org/?id=13796#closures #My35,2020-09-02 13:00:39+00:00,0,0,,#My35,waxahachie | i-35 e southbound at us-287 | various lanes closed tonight 9pm to 6am https://www.i35wacodistrict.org/?id=13796#closures #my35,[],"['i-35', 'us-287']",[],[]
1228,I35WacoTravel,Waco | US 77 northbound Exit Ramp at I-35 | Exit Ramp closed tonight 7PM to 6AM https://www.i35wacodistrict.org/?id=13795#closures #My35,2020-09-02 13:00:38+00:00,0,0,,#My35,waco | us 77 northbound exit ramp at i-35 | exit ramp closed tonight 7pm to 6am https://www.i35wacodistrict.org/?id=13795#closures #my35,[],"['us 77', 'i-35']",[],[]
1229,I35WacoTravel,Waco | I-35 northbound at 4th St | ALL LANES closed tonight 7PM to 6AM https://www.waco4bmap.org/?id=13786#closures #My35,2020-09-02 13:00:36+00:00,0,0,,#My35,waco | i-35 northbound at 4th st | all lanes closed tonight 7pm to 6am https://www.waco4bmap.org/?id=13786#closures #my35,['4th st'],['i-35'],[],[]
1241,BrandiBHarrisTV, DRIVER ALERT Highway 22 is Ascension is closed ,2020-09-02 12:28:44+00:00,0,0,,, driver alert highway 22 is ascension is closed ,[],['highway 22'],[],[]
1247,TotalTrafficBTR,Closed due to accident in #Ascension on Hwy 22 Both NB/SB between US 61/Airline Hwy and LA-429 #traffic http://bit.ly/12oyfoo,2020-09-02 12:05:43+00:00,0,0,,#Ascension #traffic,closed due to accident in #ascension on hwy 22 both nb/sb between us 61/airline hwy and la-429 #traffic http://bit.ly/12oyfoo,['airline hwy'],"['hwy 22', 'us 61']",[],[]
1248,183South,"WED (9/2) 9 a.m. to 3 p.m., US 183 northbound mainlane left shoulder closed MLK Blvd. to US 290.#atxtraffic",2020-09-02 12:01:35+00:00,1,1,,#atxtraffic,"wed (9/2) 9 a.m. to 3 p.m., us 183 northbound mainlane left shoulder closed mlk blvd. to us 290.#atxtraffic",['mlk blvd'],['us 183'],[],[]
1256,OKDOT,LOGAN CO.: The northbound I-35 off-ramp to the rest area/truck parking stop at mm 149 between Waterloo Rd. (mm 146) and Seward Rd. (mm 151) will be closed from 7 a.m. to 5 p.m. Wednesday for surface repairs.,2020-09-02 11:30:19+00:00,0,3,,,logan co.: the northbound i-35 off-ramp to the rest area/truck parking stop at mm 149 between waterloo rd. (mm 146) and seward rd. (mm 151) will be closed from 7 a.m. to 5 p.m. wednesday for surface repairs.,"['waterloo rd', 'seward rd']",['i-35'],[],[]
1262,MarlonDirector,"changing racist Jess Davis street to Norman Francis, civil rights complaint in federal court, nobody has a chance to bid faily, when the city was closed they only submitted his name which is disenfranchisement, he is a terrible leader and dont maintain the street at all. #idiots",2020-09-02 11:10:15+00:00,0,0,,#idiots,"changing racist jess davis street to norman francis, civil rights complaint in federal court, nobody has a chance to bid faily, when the city was closed they only submitted his name which is disenfranchisement, he is a terrible leader and dont maintain the street at all. #idiots","['davis street', 'federal court']",[],[],[]
1287,rachelmartinezz,"I wanted to go to that museum but it was closed the day we went . The lady working at the gift shop behind us in the picture told us about it she said it was way better then the museum. Definitely a cool spot! 116 E 2nd St Roswell Space Center, Roswell, NM 88201-6210",2020-09-02 08:33:32+00:00,0,3,,,"i wanted to go to that museum but it was closed the day we went . the lady working at the gift shop behind us in the picture told us about it she said it was way better then the museum. definitely a cool spot! 116 e 2nd st roswell space center, roswell, nm 88201-6210",['2nd st'],[],[],[]
1308,jhawk6229,"Went to Walgreens, Dillons, CVS and Walmart...all closed. Shout out to random Circle K gas station for being open 24 hours so that I could get Tylenol and Sprite for my kid that fainted and hit her head. You don’t know how good you have it until a pandemic comes.",2020-09-02 05:53:34+00:00,0,4,,,"went to walgreens, dillons, cvs and walmart...all closed. shout out to random circle k gas station for being open 24 hours so that i could get tylenol and sprite for my kid that fainted and hit her head. you don’t know how good you have it until a pandemic comes.",['random circle'],[],[],[]
1332,blondeboibenny,I wonder if the romantic/ sex discourse on Twitter is so one-sided because “men” don’t typically have the emotional intelligence to have these conversations in a vulnerable way or it’s just falling on closed ears. Idk I’m going back to non-binary Twitter.,2020-09-02 04:43:45+00:00,0,7,,,i wonder if the romantic/ sex discourse on twitter is so one-sided because “men” don’t typically have the emotional intelligence to have these conversations in a vulnerable way or it’s just falling on closed ears. idk i’m going back to non-binary twitter.,['vulnerable way'],[],[],[]
1508,OKDOT,"EDMOND: The northbound I-35 off-ramp to Waterloo Rd. (mm 146) will be closed from 7 p.m. Tuesday to 6 a.m. Wednesday and continuing nightly through Friday, Sept. 4, for surface repair. #trucking",2020-09-01 23:30:14+00:00,0,1,,#trucking,"edmond: the northbound i-35 off-ramp to waterloo rd. (mm 146) will be closed from 7 p.m. tuesday to 6 a.m. wednesday and continuing nightly through friday, sept. 4, for surface repair. #trucking",['waterloo rd'],['i-35'],[],[]
1510,Lindalewis2022,@SpeakerPelosi getting her done in a closed salon. What a liar she is....... https://www.foxnews.com/politics/pelosi-san-francisco-hair-salon-owner-calls-it-slap-in-the-face,2020-09-01 23:28:49+00:00,0,2,@SpeakerPelosi,,@speakerpelosi getting her done in a closed salon. what a liar she is....... https://www.foxnews.com/politics/pelosi-san-francisco-hair-salon-owner-calls-it-slap-in-the-face,[],['https://www.foxnews.com/politics/pelosi-san-francisco-hair-salon-owner-calls-it-slap-in-the-face'],[],[]
1515,jyllian_sharp,Kinda shitty that the mall closed down the pretzel place but okay,2020-09-01 23:20:01+00:00,0,4,,,kinda shitty that the mall closed down the pretzel place but okay,['pretzel place'],[],[],[]
1525,JDMarvin,JUST IN: Unmasked Pelosi Gets Hairdo at Salon Ordered Closed https://www.newsmax.com/newsfront/salon-nancy-pelosi-hypocrisy-mask/2020/09/01/id/984980,2020-09-01 23:03:14+00:00,0,0,,,just in: unmasked pelosi gets hairdo at salon ordered closed https://www.newsmax.com/newsfront/salon-nancy-pelosi-hypocrisy-mask/2020/09/01/id/984980,[],['https://www.newsmax.com/newsfront/salon-nancy-pelosi-hypocrisy-mask/2020/09/01/id/984980'],[],[]
1572,NOPDNews,"The #NOPD is responding to a bomb scare in the 4100 blk of Walmsley Ave. There is a hand grenade in a home. The block between Gayoso Street, S. Dupre Street &amp; General Pershing is closed off to traffic. The NOPD &amp; FBI Bomb Squad is on scene to retrieve the device. Avoid the area. ",2020-09-01 21:43:45+00:00,53,53,,#NOPD,"the #nopd is responding to a bomb scare in the 4100 blk of walmsley ave. there is a hand grenade in a home. the block between gayoso street, s. dupre street &amp; general pershing is closed off to traffic. the nopd &amp; fbi bomb squad is on scene to retrieve the device. avoid the area. ","['walmsley ave', 'gayoso street', 'dupre street']",[],[],[]
1577,1dollassdesi,& the lobby is closed so I can’t even go in !!!!! I’m in the damn drive through wtf,2020-09-01 21:30:09+00:00,0,0,,,& the lobby is closed so i can’t even go in !!!!! i’m in the damn drive through wtf,['damn drive'],[],[],[]
1589,carlyjill31,Do you ever get passionately upset that County Home Road is still closed or are you normal?,2020-09-01 21:08:31+00:00,0,20,,,do you ever get passionately upset that county home road is still closed or are you normal?,['home road'],[],[],[]
1601,Carrie84662445,Always a double standard with the Dems. Nancy Pelosi gets her hair done in a closed down salon. @SpeakerPelosi https://www.foxnews.com/politics/pelosi-san-francisco-hair-salon-owner-calls-it-slap-in-the-face,2020-09-01 20:51:22+00:00,0,0,@SpeakerPelosi,,always a double standard with the dems. nancy pelosi gets her hair done in a closed down salon. @speakerpelosi https://www.foxnews.com/politics/pelosi-san-francisco-hair-salon-owner-calls-it-slap-in-the-face,[],['https://www.foxnews.com/politics/pelosi-san-francisco-hair-salon-owner-calls-it-slap-in-the-face'],[],[]
1638,SteveWAFB,TRAFFIC ALERT I-10 W is back OPEN headed toward Lafayette. The interstate has reopened after being closed most of the day due to a tanker accident on the Basin Bridge. More traffic &gt;&gt; http://wafb.com/traffic,2020-09-01 19:41:31+00:00,1,0,,,traffic alert i-10 w is back open headed toward lafayette. the interstate has reopened after being closed most of the day due to a tanker accident on the basin bridge. more traffic &gt;&gt; http://wafb.com/traffic,[],['i-10'],[],[]
1644,BTRtraffic,RT BR_Traffic I-10 West is now open at LA 975 (Whiskey Bay). The exit ramp remains closed at this time. There is no congestion. Check http://511la.org for updates.,2020-09-01 19:30:23+00:00,0,0,,,rt br_traffic i-10 west is now open at la 975 (whiskey bay). the exit ramp remains closed at this time. there is no congestion. check http://511la.org for updates.,[],"['i-10', 'la 975']",[],[]
1646,TotalTrafficBTR,2:28pm... I-10 West is now open at LA 975 (Whiskey Bay). The exit ramp remains closed at this time. Traffic is still being diverted to LA 415 (Lobdell).,2020-09-01 19:29:15+00:00,0,0,,,2:28pm... i-10 west is now open at la 975 (whiskey bay). the exit ramp remains closed at this time. traffic is still being diverted to la 415 (lobdell).,[],"['i-10', 'la 975', 'la 415']",[],[]
1647,Laf_Traffic,I-10 West is now open at LA 975 (Whiskey Bay). The exit ramp remains closed at this time. There is no congestion. Check http://511la.org for updates.,2020-09-01 19:27:44+00:00,0,3,,,i-10 west is now open at la 975 (whiskey bay). the exit ramp remains closed at this time. there is no congestion. check http://511la.org for updates.,[],"['i-10', 'la 975']",[],[]
1648,BR_Traffic,I-10 West is now open at LA 975 (Whiskey Bay). The exit ramp remains closed at this time. There is no congestion. Check http://511la.org for updates.,2020-09-01 19:27:34+00:00,5,0,,,i-10 west is now open at la 975 (whiskey bay). the exit ramp remains closed at this time. there is no congestion. check http://511la.org for updates.,[],"['i-10', 'la 975']",[],[]
1676,skar_of,Texas it’s Whattaburger. Chicken place is closed on Sunday.,2020-09-01 18:33:57+00:00,0,12,,,texas it’s whattaburger. chicken place is closed on sunday.,['chicken place'],[],[],[]
1690,TxDOTAustin,"THIS WEEK: Southbound I-35 US 290 East/RM 2222 exit (238) will be closed nightly through Thursday, Sept. 3 from 9 p.m. – 5 a.m. Plan ahead! #My35 #ATXtraffic",2020-09-01 18:05:07+00:00,0,0,,#My35 #ATXtraffic,"this week: southbound i-35 us 290 east/rm 2222 exit (238) will be closed nightly through thursday, sept. 3 from 9 p.m. – 5 a.m. plan ahead! #my35 #atxtraffic",[],"['i-35', 'us 290']",[],[]
1700,ChampsAndPups,Road tripping with Daddy back to Austin. I-10 being closed has made this an interesting trip,2020-09-01 17:56:18+00:00,0,0,,,road tripping with daddy back to austin. i-10 being closed has made this an interesting trip,[],['i-10'],[],[]
1735,Houma_Traffic,The LA 24 East Twin Span Bridge is closed at LA 182 (New Orleans Boulevard) due to an accident. Traffic is detouring onto the LA 3040 Tunnel (1 mile north of closure). Congestion is minimal.,2020-09-01 17:03:50+00:00,0,0,,,the la 24 east twin span bridge is closed at la 182 (new orleans boulevard) due to an accident. traffic is detouring onto the la 3040 tunnel (1 mile north of closure). congestion is minimal.,['orleans boulevard'],"['la 24', 'la 182', 'la 3040']",[],[]
1745,183South,"TUES (9/8) 8 p.m. to 6 a.m, US 183 southbound to SH 71 eastbound closed and SH 71 eastbound mainlane reduced to one lane E. Riverside Dr. to Brandt Dr. Detour via E. Riverside Dr. U-turn.#atxtraffic",2020-09-01 16:40:09+00:00,0,2,,#atxtraffic,"tues (9/8) 8 p.m. to 6 a.m, us 183 southbound to sh 71 eastbound closed and sh 71 eastbound mainlane reduced to one lane e. riverside dr. to brandt dr. detour via e. riverside dr. u-turn.#atxtraffic",[],['us 183'],[],[]
1750,183South,"TUES (9/1) 9 a.m. to 3 p.m., US 183 northbound mainlane left shoulder closed MLK Blvd. to US 290.#atxtraffic",2020-09-01 16:30:15+00:00,0,1,,#atxtraffic,"tues (9/1) 9 a.m. to 3 p.m., us 183 northbound mainlane left shoulder closed mlk blvd. to us 290.#atxtraffic",['mlk blvd'],['us 183'],[],[]
1751,BrandiBrice,Headed to Lake Charles from NOLA. I-10W is closed right past Baton Rouge. I just got passed by a family of snails. #HurricaneLaura #LakeCharles,2020-09-01 16:28:22+00:00,0,0,,#HurricaneLaura #LakeCharles,headed to lake charles from nola. i-10w is closed right past baton rouge. i just got passed by a family of snails. #hurricanelaura #lakecharles,[],['i-10w'],[],[]
1758,NOPDNews,The 500 and 600 blocks of Podyras Street (riverbound) have been temporarily closed for a protest. Please use alternate routes.,2020-09-01 16:17:57+00:00,8,12,,,the 500 and 600 blocks of podyras street (riverbound) have been temporarily closed for a protest. please use alternate routes.,['podyras street'],[],[],[]
