Index,User,Text,Date,Favorites,Retweets,Mentions,HashTags,docs,streets,highways,exits,markers,road_closed
910,BHGREGaryGreene,See a virtual tour of our listing on 27810 Tamara Branch Lane #Katy #TX #realestate https://tour.corelistingmachine.com/home/B8BLDB,2020-08-28 19:06:49+00:00,0,0,,#Katy #TX #realestate,see a virtual tour of our listing on 27810 tamara branch lane #katy #tx #realestate https://tour.corelistingmachine.com/home/b8bldb,['branch lane'],[],[],[],0
290,TotalTrafficHOU,"Heavy truck accident on exit ramp in #Downtown on US-69 NB at I-10, stop and go traffic back to I-45 #traffic http://bit.ly/17hsIjn",2020-08-31 21:55:43+00:00,0,0,,#Downtown #traffic,"heavy truck accident on exit ramp in #downtown on us-69 nb at i-10, stop and go traffic back to i-45 #traffic http://bit.ly/17hsijn",[],"['us-69', 'i-10', 'i-45']",[],[],1
384,onevisionary,"@LouisianaGov just reminded citizens who approach a traffic signal that’s not working, treat it like a 4-way stop. Also visit @La_DOTD http://511LA.org for the most up to date road closures, and starting tomorrow, there will also be updates for debris removal.",2020-08-30 21:55:52+00:00,3,3,@LouisianaGov @La_DOTD,,"@louisianagov just reminded citizens who approach a traffic signal that’s not working, treat it like a 4-way stop. also visit @la_dotd http://511la.org for the most up to date road closures, and starting tomorrow, there will also be updates for debris removal.",['date road'],[],[],[],0
619,TotalTrafficAUS,"Accident in #Travis on I-35 SB at 7th St/Exit 234, stop and go traffic back to M L K Jr Blvd/Exit 235 #ATXtraffic http://bit.ly/10BGKax",2020-08-27 17:10:43+00:00,0,0,,#Travis #ATXtraffic,"accident in #travis on i-35 sb at 7th st/exit 234, stop and go traffic back to m l k jr blvd/exit 235 #atxtraffic http://bit.ly/10bgkax",[],['i-35'],[],[],1
224,TheHandzDown,Please donate what you can URGENT: Texas needs your assistance IMMEDIATELY Evacuees are already pouring in and the government asst could take weeks so we have to look to EACH OTHER. Every bit counts! Hurricane Laura Drive,2020-08-27 01:18:06+00:00,0,0,,,please donate what you can urgent: texas needs your assistance immediately evacuees are already pouring in and the government asst could take weeks so we have to look to each other. every bit counts! hurricane laura drive,['laura drive'],[],[],[],0
632,_Aliviaaaa,"yes! i heard houston didn’t get hit at alllll , but i couldn’t come home cause they had I-10 blocked from lake charles all the way to the texas state line .",2020-08-27 14:10:31+00:00,0,0,,,"yes! i heard houston didn’t get hit at alllll , but i couldn’t come home cause they had i-10 blocked from lake charles all the way to the texas state line .",[],['i-10'],[],[],0
259,TotalTrafficHOU,"Heavy truck accident on exit ramp in #Downtown on US-69 NB at I-10, stop and go traffic back to The George R Brown #traffic http://bit.ly/17hsIjn",2020-08-31 23:15:44+00:00,0,0,,#Downtown #traffic,"heavy truck accident on exit ramp in #downtown on us-69 nb at i-10, stop and go traffic back to the george r brown #traffic http://bit.ly/17hsijn",[],"['us-69', 'i-10']",[],[],1
200,iembot_lch,"At 7:15 AM CDT, 2 SSE Alexandria [Rapides Co, LA] BROADCAST MEDIA reports HURRICANE. KALB SHOWS PICTURE OF TREE FALLEN ON HOME ON RANSBOTTOM DRIVE IN ALEXANDRIA CAUSING THE ROOF TO COLLAPSE. TIME ESTIMATED. https://mesonet.agron.iastate.edu/lsr/#LCH/202008271215/202008271215",2020-08-27 18:09:01+00:00,0,0,,,"at 7:15 am cdt, 2 sse alexandria [rapides co, la] broadcast media reports hurricane. kalb shows picture of tree fallen on home on ransbottom drive in alexandria causing the roof to collapse. time estimated. https://mesonet.agron.iastate.edu/lsr/#lch/202008271215/202008271215",['ransbottom drive'],[],[],[],0
90,BrandiBrice,Headed to Lake Charles from NOLA. I-10W is closed right past Baton Rouge. I just got passed by a family of snails. #HurricaneLaura #LakeCharles,2020-09-01 16:28:22+00:00,0,0,,#HurricaneLaura #LakeCharles,headed to lake charles from nola. i-10w is closed right past baton rouge. i just got passed by a family of snails. #hurricanelaura #lakecharles,[],['i-10w'],[],[],1
532,TotalTrafficHOU,Accident on exit ramp in #EastSide on I-10 Baytown Inbound at The E Lp #traffic http://bit.ly/17hsIjn,2020-08-28 18:55:43+00:00,0,0,,#EastSide #traffic,accident on exit ramp in #eastside on i-10 baytown inbound at the e lp #traffic http://bit.ly/17hsijn,[],['i-10'],[],[],1
525,sunshineshawty_,Please go play in 5:15pm Airline Hwy traffic,2020-08-28 20:32:44+00:00,0,0,,,please go play in 5:15pm airline hwy traffic,['airline hwy'],[],[],[],0
550,TotalTrafficBTR,"Accident, shoulder blocked in #EastBatonRougeParish on I 10 WB at Highland Rd/LA-42/Exit 166 #traffic http://bit.ly/12oyfoo",2020-08-28 14:55:43+00:00,0,0,,#EastBatonRougeParish #traffic,"accident, shoulder blocked in #eastbatonrougeparish on i 10 wb at highland rd/la-42/exit 166 #traffic http://bit.ly/12oyfoo",['highland rd'],[],['exit 166'],[],1
936,ChiefAleel,baaaaaad slowed + reverb goes crazy in its own lane just like C&amp;S,2020-08-27 01:34:24+00:00,0,1,,,baaaaaad slowed + reverb goes crazy in its own lane just like c&amp;s,['own lane'],[],[],[],0
678,TotalTrafficBTR,"Disabled vehicle, right lane blocked in #Iberville on I 10 EB at Hwy 975/Whiskey Bay/Exit 127 #traffic http://bit.ly/12oyfoo",2020-08-26 22:25:43+00:00,0,0,,#Iberville #traffic,"disabled vehicle, right lane blocked in #iberville on i 10 eb at hwy 975/whiskey bay/exit 127 #traffic http://bit.ly/12oyfoo",['right lane'],['hwy 975'],['exit 127'],[],1
167,DkbspikeDianne,This handsome man is our newest arrival. He was trapped on E. Travis st. He’s friendly and in good condition so we feel like there has to be someone missing this boy. He will he on hold through Wednesday close of… https://www.instagram.com/p/CEj8thRFN3Q/?igshid=1wqecznyckg06,2020-08-31 17:15:03+00:00,0,0,,,this handsome man is our newest arrival. he was trapped on e. travis st. he’s friendly and in good condition so we feel like there has to be someone missing this boy. he will he on hold through wednesday close of… https://www.instagram.com/p/cej8thrfn3q/?igshid=1wqecznyckg06,['travis st'],[],[],[],0
276,sh288_traffic,SH-288 Northbound At YELLOWSTONE BLVD - Accident - Status: Verified at 5:17 PM - Lanes Affected: 2 Mainlane(s),2020-08-31 22:21:16+00:00,0,0,,,sh-288 northbound at yellowstone blvd - accident - status: verified at 5:17 pm - lanes affected: 2 mainlane(s),['yellowstone blvd'],[],[],[],1
779,TotalTrafficHOU,"Accident. two left lanes blocked in #SouthEastSide on I-45 Gulf Fwy NB at 610 S Lp, stop and go traffic back to Monroe #traffic http://bit.ly/17hsIjn",2020-08-25 16:25:43+00:00,0,0,,#SouthEastSide #traffic,"accident. two left lanes blocked in #southeastside on i-45 gulf fwy nb at 610 s lp, stop and go traffic back to monroe #traffic http://bit.ly/17hsijn",[],['i-45'],[],[],1
160,AwesomeTrucksTX,"We know your car’s favorite place is the open road, but our place is a close second.",2020-08-31 20:26:29+00:00,0,0,,,"we know your car’s favorite place is the open road, but our place is a close second.",['open road'],[],[],[],0
140,BTRtraffic,RT BR_Traffic I-10 West is now closed at LA 975 (Whiskey Bay) due to overturned tractor trailer. Traffic is being diverted at LA 415 (Lobdell). Congestion remains minimal. Motorists are advised to take an alternate route.,2020-09-01 09:34:11+00:00,0,0,,,rt br_traffic i-10 west is now closed at la 975 (whiskey bay) due to overturned tractor trailer. traffic is being diverted at la 415 (lobdell). congestion remains minimal. motorists are advised to take an alternate route.,[],['i-10'],[],[],1
284,k99_fm,"5pm.. All lanes remain blocked due to an accident, I-10 West before US 49 N / Hattiesburg Exit 34B in #Gulfport",2020-08-31 22:05:54+00:00,0,0,,#Gulfport,"5pm.. all lanes remain blocked due to an accident, i-10 west before us 49 n / hattiesburg exit 34b in #gulfport",[],"['i-10', 'us 49']",[],[],1
748,TotalTrafficAUS,"Accident cleared in #Austin on US 183 SB at Oak Knoll Dr, slow traffic back to Mcneil Dr/Spicewood Springs Rd #ATXtraffic http://bit.ly/10BGKax",2020-08-25 22:45:43+00:00,0,0,,#Austin #ATXtraffic,"accident cleared in #austin on us 183 sb at oak knoll dr, slow traffic back to mcneil dr/spicewood springs rd #atxtraffic http://bit.ly/10bgkax",['springs rd'],['us 183'],[],[],
648,TotalTrafficBTR,Left lane blocked due to downed tree in #WestBatonRouge on I 10 WB after LA-415/Lobdell/Exit 151 and before LA-77/Rosedale/Grosse Tete/Exit 139 #traffic http://bit.ly/12oyfoo,2020-08-27 11:35:43+00:00,0,0,,#WestBatonRouge #traffic,left lane blocked due to downed tree in #westbatonrouge on i 10 wb after la-415/lobdell/exit 151 and before la-77/rosedale/grosse tete/exit 139 #traffic http://bit.ly/12oyfoo,['left lane'],[],"['exit 151', 'exit 139']",[],1
848,TotalTrafficBTR,"Accident, left lane blocked in #EastBatonRouge on O'Neal Ln at Old Hammond Hwy #traffic http://bit.ly/12oyfoo",2020-08-24 14:45:43+00:00,0,0,,#EastBatonRouge #traffic,"accident, left lane blocked in #eastbatonrouge on o'neal ln at old hammond hwy #traffic http://bit.ly/12oyfoo",['hammond hwy'],[],[],[],1
269,TotalTrafficHOU,"Vehicle fire. two left lanes blocked in #Sharpstown on I-69 SW Fwy Outbound at Bellaire Boulevard, stop and go traffic back to Fountain View #traffic http://bit.ly/17hsIjn",2020-08-31 22:40:43+00:00,0,0,,#Sharpstown #traffic,"vehicle fire. two left lanes blocked in #sharpstown on i-69 sw fwy outbound at bellaire boulevard, stop and go traffic back to fountain view #traffic http://bit.ly/17hsijn",['bellaire boulevard'],['i-69'],[],[],1
97,BR_Traffic,I-10 West remains closed at LA 415 (Lobdell) due to recovery operations an incident at Whiskey Bay. Motorists are advised to use US 190 as an alternate route. This closure is expected to last several hours. Check http://511la.org for updates.,2020-09-01 15:38:40+00:00,5,4,,,i-10 west remains closed at la 415 (lobdell) due to recovery operations an incident at whiskey bay. motorists are advised to use us 190 as an alternate route. this closure is expected to last several hours. check http://511la.org for updates.,[],"['i-10', 'us 190']",[],[],1
183,lakewoodchurch,Thank you to everyone that donated supplies yesterday for our neighbors affected by Hurricane Laura in Texas &amp; Louisiana! We are continuing to collect donations today at our circle drive drop off. Here are the items we need: -Bottled water -Baby wipes &amp; formula -Diapers,2020-08-28 17:32:30+00:00,17,84,,,thank you to everyone that donated supplies yesterday for our neighbors affected by hurricane laura in texas &amp; louisiana! we are continuing to collect donations today at our circle drive drop off. here are the items we need: -bottled water -baby wipes &amp; formula -diapers,['circle drive'],[],[],[],0
962,klaohe,I-10 full of construction pls take another route if possible,2020-08-25 16:01:57+00:00,2,2,,,i-10 full of construction pls take another route if possible,[],['i-10'],[],[],
50,shrevememorial,"**BRANCH CLOSURE -- CEDAR GROVE/LINE AVENUE BRANCH** The Cedar Grove/Line Avenue Branch will be closed today for needed maintenance with plans to reopen Thursday, September 3 at noon. We apologize for any inconvenience. Follow us on social media for additional updates.",2020-09-02 17:36:14+00:00,0,1,,,"**branch closure -- cedar grove/line avenue branch** the cedar grove/line avenue branch will be closed today for needed maintenance with plans to reopen thursday, september 3 at noon. we apologize for any inconvenience. follow us on social media for additional updates.","['line avenue', 'line avenue']",[],[],[],0
1018,texaseagle52,"I-10 Westbound shut down, she’s coming",2020-08-27 02:03:04+00:00,0,0,,,"i-10 westbound shut down, she’s coming",[],['i-10'],[],[],
806,dawglikebobby,All Houston highway exits do is lead you right onto another highway,2020-08-25 03:00:12+00:00,0,0,,,all houston highway exits do is lead you right onto another highway,['houston highway'],[],[],[],0
1002,camgoinham,DAMN the water made it all the way to Hwy 90 by the Franklin/Baldwin over passes,2020-08-27 19:32:17+00:00,0,4,,,damn the water made it all the way to hwy 90 by the franklin/baldwin over passes,[],['hwy 90'],[],[],0
32,danawbrz,I-10 is temporarily CLOSED in two separate areas tonight due to accidents - I-10 East at the 10/110 - I-10 West at Highland Rd. Motorists are advised to use alternate routes,2020-09-03 01:51:45+00:00,3,3,,,i-10 is temporarily closed in two separate areas tonight due to accidents - i-10 east at the 10/110 - i-10 west at highland rd. motorists are advised to use alternate routes,['highland rd'],"['i-10', 'i-10', 'i-10']",[],[],1
258,TotalTrafficHOU,"Disabled vehicle, left lane blocked in #SouthSide on Hwy 288 NB at Yellowstone #traffic http://bit.ly/17hsIjn",2020-08-31 23:15:44+00:00,0,0,,#SouthSide #traffic,"disabled vehicle, left lane blocked in #southside on hwy 288 nb at yellowstone #traffic http://bit.ly/17hsijn",[],['hwy 288'],[],[],1
765,TotalTrafficAUS,"Disabled vehicle, right lane blocked in #Travis on Mopac NB at Westover Rd/Northwood Rd #ATXtraffic http://bit.ly/10BGKax",2020-08-25 18:40:43+00:00,0,0,,#Travis #ATXtraffic,"disabled vehicle, right lane blocked in #travis on mopac nb at westover rd/northwood rd #atxtraffic http://bit.ly/10bgkax","['right lane', 'westover rd', 'northwood rd']",[],[],[],1
613,TotalTrafficHOU,Object on roadway. center lane blocked in #Downtown on US-69 Eastex Fwy Outbound after I-10 #traffic http://bit.ly/17hsIjn,2020-08-27 19:40:43+00:00,0,0,,#Downtown #traffic,object on roadway. center lane blocked in #downtown on us-69 eastex fwy outbound after i-10 #traffic http://bit.ly/17hsijn,['center lane'],['us-69'],[],[],1
58,TxDOTWacoPIO,Current My35 Waco high water areas: — Outside lane of northbound I-35 mainlanes closed from 17th/18th Streets to 4th/5th Streets due to high water — Northbound I-35 exit for 8th/4th/5th Streets/University Parks Drive (Exit 334B) closed due to high water,2020-09-02 14:25:29+00:00,0,0,,,current my35 waco high water areas: — outside lane of northbound i-35 mainlanes closed from 17th/18th streets to 4th/5th streets due to high water — northbound i-35 exit for 8th/4th/5th streets/university parks drive (exit 334b) closed due to high water,['parks drive'],"['i-35', 'i-35']",[],[],1
664,TotalTrafficAUS,"Accident cleared in #Travis on I-35 Frontage NB after E Braker Ln, slow traffic back to US-183/E Anderson Ln #ATXtraffic http://bit.ly/10BGKax",2020-08-26 23:50:43+00:00,0,0,,#Travis #ATXtraffic,"accident cleared in #travis on i-35 frontage nb after e braker ln, slow traffic back to us-183/e anderson ln #atxtraffic http://bit.ly/10bgkax",[],"['i-35', 'us-183']",[],[],
944,_thatdamnbee,"ion be pressed for nobody to fuck with me , I do good staying to myself and staying in my own lane",2020-08-26 18:56:09+00:00,0,0,,,"ion be pressed for nobody to fuck with me , i do good staying to myself and staying in my own lane",['own lane'],[],[],[],0
255,sh288_traffic,SH-288 Northbound At YELLOWSTONE BLVD - Stall - Status: Cleared at 6:29 PM,2020-08-31 23:30:14+00:00,0,0,,,sh-288 northbound at yellowstone blvd - stall - status: cleared at 6:29 pm,['yellowstone blvd'],[],[],[],
705,TotalTrafficHOU,Accident. right lane blocked in #Pasadena on Hwy 225 Inbound at Allen Genoa #traffic http://bit.ly/17hsIjn,2020-08-26 18:25:43+00:00,0,0,,#Pasadena #traffic,accident. right lane blocked in #pasadena on hwy 225 inbound at allen genoa #traffic http://bit.ly/17hsijn,['right lane'],['hwy 225'],[],[],1
861,TotalTrafficHOU,"Stalled vehicle on exit ramp in #EastSide on I-10 E Fwy Inbound at The E Lp, stop and go traffic back to Hwy 90/Crosby Fwy #traffic http://bit.ly/17hsIjn",2020-08-24 11:50:43+00:00,0,0,,#EastSide #traffic,"stalled vehicle on exit ramp in #eastside on i-10 e fwy inbound at the e lp, stop and go traffic back to hwy 90/crosby fwy #traffic http://bit.ly/17hsijn",[],"['i-10', 'hwy 90']",[],[],1
992,TotalTrafficAUS,Vehicle fire cleared in #Georgetown on Hwy 29 EB before Cnty Rd 366 #ATXtraffic http://bit.ly/10BGKax,2020-08-29 20:20:43+00:00,0,0,,#Georgetown #ATXtraffic,vehicle fire cleared in #georgetown on hwy 29 eb before cnty rd 366 #atxtraffic http://bit.ly/10bgkax,['cnty rd'],['hwy 29'],[],[],1
341,TotalTrafficBTR,Accident with injury in #DenhamSprings on Hwy 16 at Cane Market Rd/LA 1024 #traffic http://bit.ly/12oyfoo,2020-08-31 17:35:43+00:00,0,0,,#DenhamSprings #traffic,accident with injury in #denhamsprings on hwy 16 at cane market rd/la 1024 #traffic http://bit.ly/12oyfoo,['market rd'],['hwy 16'],[],[],1
19,I35WacoTravel,Waco | I-35 northbound Frontage Road at US 77 | ALL LANES closed tonight 7PM to 6AM https://www.waco4bmap.org/?id=13805#closures #My35,2020-09-03 13:00:41+00:00,0,0,,#My35,waco | i-35 northbound frontage road at us 77 | all lanes closed tonight 7pm to 6am https://www.waco4bmap.org/?id=13805#closures #my35,['frontage road'],"['i-35', 'us 77']",[],[],
262,TotalTrafficAUS,"Accident, left lane blocked in #Travis on I-35 NB approaching Cesar Chavez St/Exit 234, stop and go traffic back to Woodland Ave #ATXtraffic http://bit.ly/10BGKax",2020-08-31 23:05:43+00:00,0,0,,#Travis #ATXtraffic,"accident, left lane blocked in #travis on i-35 nb approaching cesar chavez st/exit 234, stop and go traffic back to woodland ave #atxtraffic http://bit.ly/10bgkax","['chavez st', 'woodland ave']",['i-35'],['exit 234'],[],1
326,BR_Traffic,The right lane is blocked on I-10 East at Mile Marker 165 (past Siegen Lane) due to a stalled vehicle. Congestion has reached Siegen Lane.,2020-08-31 20:30:07+00:00,1,1,,,the right lane is blocked on i-10 east at mile marker 165 (past siegen lane) due to a stalled vehicle. congestion has reached siegen lane.,['right lane'],['i-10'],[],[],1
903,princeTAJHE,In my own lane.,2020-08-29 21:50:53+00:00,0,0,,,in my own lane.,['own lane'],[],[],[],0
311,danawbrz,Right lane remains blocked on I-10 East just past Siegen Lane Congestion is about 2 miles in length,2020-08-31 21:11:16+00:00,1,0,,,right lane remains blocked on i-10 east just past siegen lane congestion is about 2 miles in length,"['right lane', 'siegen lane']",['i-10'],[],[],1
496,TotalTrafficHOU,"Accident cleared in #Brazoria on Hwy 288 SB at Croix Rd, stop and go traffic back to CR 101/Bailey Rd. #traffic http://bit.ly/17hsIjn",2020-08-28 22:45:44+00:00,0,0,,#Brazoria #traffic,"accident cleared in #brazoria on hwy 288 sb at croix rd, stop and go traffic back to cr 101/bailey rd. #traffic http://bit.ly/17hsijn","['croix rd', 'bailey rd']",['hwy 288'],[],[],
973,HouCLT,"HCLT's Affordable House of the week! 6707 Ezzard Charles Lane. This house perfectly blends indoor and outdoor living in Houston. With its covered front porches and large backyard surrounded by a privacy fence, it… https://www.instagram.com/p/CER_BuEpFDw/?igshid=1dzuw9f8wmf74",2020-08-24 17:48:55+00:00,1,1,,,"hclt's affordable house of the week! 6707 ezzard charles lane. this house perfectly blends indoor and outdoor living in houston. with its covered front porches and large backyard surrounded by a privacy fence, it… https://www.instagram.com/p/cer_buepfdw/?igshid=1dzuw9f8wmf74",['charles lane'],[],[],[],0
651,TotalTrafficBTR,Stall cleared in #EastBatonRouge on I-110 NB at US 61/US 190/Airline Hwy/Exit 5 #traffic http://bit.ly/12oyfoo,2020-08-27 10:15:43+00:00,0,0,,#EastBatonRouge #traffic,stall cleared in #eastbatonrouge on i-110 nb at us 61/us 190/airline hwy/exit 5 #traffic http://bit.ly/12oyfoo,['airline hwy'],"['i-110', 'us 61', 'us 190']",['exit 5'],[],
1004,iembot_shv,"At 12:20 PM CDT, Greenwood [Caddo Co, LA] PUBLIC reports FLASH FLOOD. I-20 AT EXIT 5 HAS HIGH WATER ON THE SHOULDER ROAD, MOTORISTS ADVISED TO USE HWY 80 ALTERNATIVE. https://mesonet.agron.iastate.edu/lsr/#SHV/202008271720/202008271720",2020-08-27 17:56:10+00:00,0,0,,,"at 12:20 pm cdt, greenwood [caddo co, la] public reports flash flood. i-20 at exit 5 has high water on the shoulder road, motorists advised to use hwy 80 alternative. https://mesonet.agron.iastate.edu/lsr/#shv/202008271720/202008271720",['shoulder road'],"['i-20', 'hwy 80']",['exit 5'],[],
846,TotalTrafficAUS,"Accident cleared in #Travis on I 35 NB at Grand Ave Pky, stop and go traffic back to Wells Branch Pkwy/FM 1825 #ATXtraffic http://bit.ly/10BGKax",2020-08-24 15:10:43+00:00,0,0,,#Travis #ATXtraffic,"accident cleared in #travis on i 35 nb at grand ave pky, stop and go traffic back to wells branch pkwy/fm 1825 #atxtraffic http://bit.ly/10bgkax","['grand ave', 'branch pkwy']",[],[],[],
225,RoxieAbc13,5:45pm Wednesday: Winnie is slowly turning into a ghost town. Most gas stations are closed. We found only 2 open near I-10. Homes and businesses are boarded up. For those who stayed Chambers Co. curfew goes into effect 8pm - 6am @abc13houston,2020-08-26 22:49:04+00:00,9,23,@abc13houston,,5:45pm wednesday: winnie is slowly turning into a ghost town. most gas stations are closed. we found only 2 open near i-10. homes and businesses are boarded up. for those who stayed chambers co. curfew goes into effect 8pm - 6am @abc13houston,[],['i-10'],[],[],0
923,BHGREGaryGreene,See a virtual tour of our listing on 5511 Mangrove Creek Lane #SugarLand #TX #realestate https://tour.corelistingmachine.com/home/A5N2J6,2020-08-27 18:50:07+00:00,0,1,,#SugarLand #TX #realestate,see a virtual tour of our listing on 5511 mangrove creek lane #sugarland #tx #realestate https://tour.corelistingmachine.com/home/a5n2j6,['creek lane'],[],[],[],0
15,TxDOTWacoPIO,I-35 northbound frontage road closed at US 84/Waco Dr. due to weather and high water. Drivers are being directed to the northbound mainlanes. Drive safe and use caution when traveling through the work zones.,2020-09-03 13:26:23+00:00,4,4,,,i-35 northbound frontage road closed at us 84/waco dr. due to weather and high water. drivers are being directed to the northbound mainlanes. drive safe and use caution when traveling through the work zones.,['frontage road'],"['i-35', 'us 84']",[],[],1
229,maridagoat2,I begged to comeback just for 2020 to hit us with a Hurricane. I-... I can’t believe this shit,2020-08-26 18:51:52+00:00,8,59,,,i begged to comeback just for 2020 to hit us with a hurricane. i-... i can’t believe this shit,[],['i-'],[],[],0
53,NOLA_Traffic,I-510 South at I-10 East is closed to traffic due to an accident. Use Alternate Route. Congestion is minimal.,2020-09-02 16:42:06+00:00,0,0,,,i-510 south at i-10 east is closed to traffic due to an accident. use alternate route. congestion is minimal.,[],"['i-510', 'i-10']",[],[],1
324,HunterSprinkle1,Fredo sees some morons trying to disrupt a true peaceful gathering by throwing their bodies in front of traffic on a public street and only sees orange man bad.,2020-08-31 20:36:07+00:00,0,1,,,fredo sees some morons trying to disrupt a true peaceful gathering by throwing their bodies in front of traffic on a public street and only sees orange man bad.,['public street'],[],[],[],0
265,sevasqu,Ventura highway,2020-08-31 23:01:09+00:00,0,1,,,ventura highway,['ventura highway'],[],[],[],0
559,TotalTrafficHOU,Stalled vehicle. hov lane blocked. in #Harris on I-45 Gulf Hov Inbound at Scott St/Exit 45 #traffic http://bit.ly/17hsIjn,2020-08-28 14:10:43+00:00,0,0,,#Harris #traffic,stalled vehicle. hov lane blocked. in #harris on i-45 gulf hov inbound at scott st/exit 45 #traffic http://bit.ly/17hsijn,"['hov lane', 'scott st']",['i-45'],['exit 45'],[],1
930,iembot_shv,"At 10:21 AM CDT, Shreveport [Caddo Co, LA] BROADCAST MEDIA reports TROPICAL STORM. COYTH LANE AND DARINDA LANE, TREE ON VEHICLE. https://mesonet.agron.iastate.edu/lsr/#SHV/202008271521/202008271521",2020-08-27 15:28:09+00:00,0,0,,,"at 10:21 am cdt, shreveport [caddo co, la] broadcast media reports tropical storm. coyth lane and darinda lane, tree on vehicle. https://mesonet.agron.iastate.edu/lsr/#shv/202008271521/202008271521","['coyth lane', 'darinda lane']",[],[],[],
430,TotalTrafficHOU,Accident. left lane blocked in #Downtown on I-10 Katy Fwy Inbound at I-45 #traffic http://bit.ly/17hsIjn,2020-08-29 18:45:43+00:00,0,0,,#Downtown #traffic,accident. left lane blocked in #downtown on i-10 katy fwy inbound at i-45 #traffic http://bit.ly/17hsijn,['left lane'],"['i-10', 'i-45']",[],[],1
972,dka_2018,"Hey @CapMetroATX , what gives? The 315 Eastbound never showed up at Monterey Oaks/US-290 at 4:15pm. It completely just never showed up. Bus #2412 skipped half of the route all together. Showing it now at Westgate as I’m typing Now it’s Another 30 minute wait.",2020-08-24 21:32:48+00:00,0,1,@CapMetroATX,,"hey @capmetroatx , what gives? the 315 eastbound never showed up at monterey oaks/us-290 at 4:15pm. it completely just never showed up. bus #2412 skipped half of the route all together. showing it now at westgate as i’m typing now it’s another 30 minute wait.",[],['us-290'],[],[],0
84,BR_Traffic,I-10 West is now open at LA 975 (Whiskey Bay). The exit ramp remains closed at this time. There is no congestion. Check http://511la.org for updates.,2020-09-01 19:27:34+00:00,5,0,,,i-10 west is now open at la 975 (whiskey bay). the exit ramp remains closed at this time. there is no congestion. check http://511la.org for updates.,[],['i-10'],[],[],
220,TotalTrafficHOU,Closed due to high water in #Galveston on Harborside Dr EB between 25th St/Rosenberg St and 14th St/Christopher Columbus Blvd #traffic http://bit.ly/17hsIjn,2020-08-27 04:00:43+00:00,0,0,,#Galveston #traffic,closed due to high water in #galveston on harborside dr eb between 25th st/rosenberg st and 14th st/christopher columbus blvd #traffic http://bit.ly/17hsijn,"['25th st', 'rosenberg st', '14th st', 'columbus blvd']",[],[],[],1
714,_Radarr,Gulf is starting to get angry along Highway 82 #HurricaneLaura,2020-08-26 17:19:45+00:00,1,13,,#HurricaneLaura,gulf is starting to get angry along highway 82 #hurricanelaura,[],['highway 82'],[],[],0
503,TotalTrafficHOU,"Accident cleared in #NorthSide on I-45 N Fwy Outbound at N. Main, stop and go traffic back to I-10 #traffic http://bit.ly/17hsIjn",2020-08-28 22:20:44+00:00,0,0,,#NorthSide #traffic,"accident cleared in #northside on i-45 n fwy outbound at n. main, stop and go traffic back to i-10 #traffic http://bit.ly/17hsijn",[],['i-45'],[],[],
544,TotalTrafficHOU,Stalled vehicle affects the connecting ramp to hwy 288. in #SouthSide on S. Lp 610 EB at Hwy 288 #traffic http://bit.ly/17hsIjn,2020-08-28 16:10:43+00:00,0,0,,#SouthSide #traffic,stalled vehicle affects the connecting ramp to hwy 288. in #southside on s. lp 610 eb at hwy 288 #traffic http://bit.ly/17hsijn,[],"['hwy 288', 'hwy 288']",[],[],1
189,TotalTrafficHOU,"Closed due to accident involving a vehicle fire. in #NorthSide on N Sam Houston Pkwy EB between Aldine Westfeild and John F Kennedy Blvd, stopped traffic back to Imperial Vly Dr #traffic http://bit.ly/17hsIjn",2020-08-28 10:40:43+00:00,0,0,,#NorthSide #traffic,"closed due to accident involving a vehicle fire. in #northside on n sam houston pkwy eb between aldine westfeild and john f kennedy blvd, stopped traffic back to imperial vly dr #traffic http://bit.ly/17hsijn","['houston pkwy', 'kennedy blvd']",[],[],[],1
686,TotalTrafficHOU,"Disabled vehicle, right lane blocked in #NorthSide on 610 N Lp WB at The Hardy Toll Rd. #traffic http://bit.ly/17hsIjn",2020-08-26 21:25:43+00:00,0,0,,#NorthSide #traffic,"disabled vehicle, right lane blocked in #northside on 610 n lp wb at the hardy toll rd. #traffic http://bit.ly/17hsijn","['right lane', 'toll rd']",[],[],[],1
291,BR_Traffic,Congestion on I-10 West from Mile Marker 140 to Mile Marker 139 (Grosse Tete) has cleared.,2020-08-31 21:52:24+00:00,0,1,,,congestion on i-10 west from mile marker 140 to mile marker 139 (grosse tete) has cleared.,[],['i-10'],[],[],
24,newsjournal,"Part of West Marshall Avenue is closed due to flooding, and Longview Fire Department crews responded to other locations in the city due to water over the roadway.",2020-09-03 12:15:04+00:00,1,0,,,"part of west marshall avenue is closed due to flooding, and longview fire department crews responded to other locations in the city due to water over the roadway.",['marshall avenue'],[],[],[],1
856,TotalTrafficHOU,"Disabled vehicle in #SwSide on I-69 SW Fwy HOV Inbound at Chimney Rock, stop and go traffic back to Fountain View #traffic http://bit.ly/17hsIjn",2020-08-24 13:40:43+00:00,0,0,,#SwSide #traffic,"disabled vehicle in #swside on i-69 sw fwy hov inbound at chimney rock, stop and go traffic back to fountain view #traffic http://bit.ly/17hsijn",[],['i-69'],[],[],1
